species,ANI26401,ANG65538,SBO07726,YP_009253942,YP_009252254,ANB43610,AKT72642,AIJ28621,NP_733857,NP_064160,AAF80111,AAF16520,AAC58687,AAB66388,AMO64740,AKZ18144,YP_009230161,YP_009229846,YP_009227263,AMB66138,AMB65994,AMB16939,AMB15810,ALX81095,YP_438136,AJT58581,AJG04899,ALB06101,ALB06099,YP_009176907,YP_009173887,ALF03278,YP_009179299,AJG42938,AGG16071,Q2HRD0,YP_009137478,AIL27699,YP_004936030,AKP92777,AKE44231,Q69025,Q6UDK1,O36363,P52367,P24907,BAP00709,YP_009118399,AIA82756,YP_073778,AJE29648,AJD79498,AIN81109,AIN81107,AIA09524,YP_009054933,AIQ80750,YP_009052018,YP_004940227,YP_009041990,YP_009044396,AHH02047,AHM96371,YP_009011017,AGY30688,AHA93360,YP_004940081,NP_047983,CCE57390,AFM85236,AFM85234,AFK85012,AFK85010,YP_004207849,YP_003933809,YP_003662494,YP_182359,YP_164473,NP_077443,NP_073324,NP_066862,AFK83885,ABH05845,AEW46233,AEM72555,AEI00235,AEA39187,ADY80543,AAM89282,AAM89279,ADY05325,ADY05323,ADY05321,ADY05320,ADY05319,ADY05318,ADY05317,ADY05314,ADY05311,AAM89278,ADK70918,AAN35123,ADM52140,BAI22795,AAM62282,ADE62355,ABN49965,ABN49966,ABN49957,ABO40787,ABO40783,ABO40780,ABO40775,AAG13396,AAD55134,ACX70157,AAO12315,AAK00812,AAT79466,BAH57334,AAP42119,AAP42117,ABI21851,AAS75147,AAO46908,AAO46905,AAD30142,AAO46907,ABI21852,ABU52901,ABU52899,AAC57976,ABV03816,ABV03812,ABV03810,AAN35124,ABH05847,ABH05841,ABH08758,ABH08757,AAW55994,AAW55992,CAB61753
AAF80111,0.691162,0.738828,0.749752,0.515392,0.729891,0.737835,0.583913,0.730884,0.685204,0.673287,0.000000,0.648406,0.670308,0.652433,0.710030,0.518371,0.731877,0.664000,0.748759,0.751738,0.755710,0.726912,0.730884,0.748759,0.671343,0.743793,0.754717,0.672131,0.674419,0.725919,0.668669,0.691162,0.635551,0.653307,0.636544,0.660377,0.650447,0.745780,0.588878,0.675202,0.647468,0.642502,0.746773,0.659384,0.672294,0.655412,0.749752,0.667329,0.665672,0.515392,0.669315,0.729891,0.519364,0.520357,0.751738,0.737835,0.744786,0.637537,0.619662,0.644935,0.663664,0.660811,0.748759,0.747766,0.666336,0.725919,0.622642,0.663357,0.653426,0.676266,0.647295,0.604767,0.506455,0.667329,0.740814,0.748759,0.752731,0.744786,0.748759,0.744786,0.750745,0.601787,0.679739,0.610725,0.668269,0.745780,0.667120,0.657754,0.720685,0.630522,0.704394,0.703209,0.684492,0.702811,0.694149,0.705726,0.696405,0.701731,0.723115,0.692924,0.659498,0.672922,0.742800,0.633603,0.668675,0.615285,0.663144,0.664021,0.670143,0.640891,0.608126,0.603933,0.722944,0.666667,0.749752,0.667995,0.669331,0.662687,0.733863,0.642570,0.648907,0.657143,0.667118,0.706329,0.671159,0.682181,0.682831,0.670256,0.687332,0.692903,0.673826,0.665343,0.612352,0.700399,0.677291,0.675532,0.680628,0.684073,0.682861,0.681879,0.654206,0.674202,0.646667
AAF16520,0.506972,0.711155,0.724104,0.657371,0.705179,0.720120,0.656375,0.734064,0.524900,0.700199,0.648406,0.000000,0.468127,0.511952,0.732072,0.654382,0.726096,0.454000,0.737052,0.711155,0.714143,0.719124,0.718127,0.735060,0.399800,0.738048,0.729084,0.530055,0.540356,0.682271,0.516517,0.502988,0.675299,0.485972,0.656375,0.458167,0.702191,0.726096,0.710159,0.413747,0.710159,0.661355,0.721116,0.400398,0.458167,0.442231,0.723108,0.457171,0.458167,0.655378,0.473108,0.704183,0.659363,0.658367,0.737052,0.725100,0.728088,0.659363,0.677291,0.364092,0.402402,0.489189,0.731076,0.725100,0.461155,0.697211,0.655378,0.452191,0.658367,0.461155,0.441884,0.704183,0.652390,0.519920,0.733068,0.726096,0.751992,0.733068,0.722112,0.729084,0.730080,0.655378,0.504575,0.684263,0.669471,0.733068,0.459239,0.430481,0.673254,0.655957,0.532623,0.538770,0.524064,0.526104,0.529255,0.533955,0.533955,0.527297,0.571075,0.532710,0.665472,0.510724,0.726096,0.663968,0.500000,0.689119,0.521797,0.535714,0.529335,0.711664,0.709043,0.685393,0.732684,0.408240,0.733068,0.472776,0.204795,0.455179,0.723108,0.444444,0.467213,0.361905,0.491204,0.500000,0.475741,0.473404,0.515072,0.475101,0.455526,0.538065,0.493960,0.462151,0.670171,0.532623,0.486056,0.468085,0.484293,0.490862,0.516869,0.507383,0.531375,0.525266,0.430000
AAC58687,0.499014,0.712032,0.703156,0.677866,0.720907,0.717949,0.676529,0.732742,0.503945,0.681460,0.670308,0.468127,0.000000,0.477318,0.687377,0.664032,0.714004,0.426000,0.728797,0.719921,0.718935,0.707101,0.714004,0.728797,0.475952,0.717949,0.715976,0.469945,0.467852,0.693294,0.504505,0.488166,0.674556,0.464930,0.663708,0.340909,0.700197,0.712032,0.702170,0.504043,0.687377,0.701183,0.714990,0.479290,0.427579,0.405352,0.718935,0.425049,0.403980,0.684107,0.066140,0.684418,0.683482,0.679171,0.719921,0.707101,0.697239,0.679487,0.663708,0.469408,0.475475,0.456757,0.715976,0.714990,0.337611,0.701183,0.666667,0.418236,0.713018,0.421627,0.401804,0.673570,0.645957,0.466469,0.712032,0.716963,0.739821,0.696252,0.727811,0.722880,0.722880,0.700197,0.422222,0.659763,0.670673,0.721893,0.413043,0.501337,0.666667,0.662651,0.527297,0.509358,0.517380,0.522088,0.518617,0.519308,0.513981,0.513981,0.562423,0.515354,0.670251,0.459786,0.714004,0.714575,0.464859,0.699482,0.482166,0.506614,0.491525,0.676278,0.681520,0.660112,0.765152,0.495630,0.719921,0.366534,0.460539,0.404975,0.724852,0.417671,0.448087,0.455782,0.470907,0.483544,0.416442,0.340426,0.463958,0.417227,0.428571,0.508387,0.489933,0.332675,0.729304,0.519308,0.252324,0.340426,0.426702,0.447781,0.492578,0.471141,0.502003,0.482713,0.318333
AAB66388,0.535961,0.730282,0.738072,0.649209,0.731256,0.717624,0.656280,0.733204,0.553150,0.715677,0.652433,0.511952,0.477318,0.000000,0.725414,0.656126,0.729309,0.455000,0.721519,0.738072,0.739046,0.704966,0.721519,0.744888,0.489980,0.740993,0.732230,0.535519,0.512996,0.694255,0.495495,0.530049,0.664070,0.479960,0.660175,0.458498,0.658228,0.736125,0.653359,0.510782,0.719572,0.704966,0.729309,0.510721,0.476190,0.457879,0.731256,0.472960,0.446766,0.646594,0.475814,0.714703,0.636993,0.641658,0.736125,0.732230,0.727361,0.668939,0.657227,0.498495,0.496496,0.483784,0.740993,0.734177,0.466930,0.713729,0.653359,0.454906,0.716650,0.461310,0.463928,0.715677,0.633136,0.387635,0.724440,0.725414,0.748759,0.740019,0.707887,0.748783,0.740993,0.658228,0.494118,0.658203,0.671875,0.743914,0.485054,0.520053,0.657444,0.657296,0.552597,0.541444,0.521390,0.539491,0.542553,0.540613,0.535286,0.540613,0.580964,0.528705,0.659498,0.479893,0.735151,0.659919,0.473896,0.667098,0.052840,0.431217,0.333768,0.681520,0.733945,0.660112,0.746753,0.510612,0.737098,0.471448,0.511489,0.443781,0.736125,0.445783,0.469945,0.514286,0.480379,0.498734,0.456873,0.480053,0.488860,0.462988,0.471698,0.496774,0.515436,0.464956,0.663601,0.539281,0.494024,0.466755,0.480366,0.518277,0.512821,0.511409,0.404539,0.515957,0.425000
AMO64740,0.689655,0.781743,0.778138,0.634387,0.767600,0.760073,0.437681,0.825796,0.697835,0.671782,0.710030,0.732072,0.687377,0.725414,0.000000,0.626482,0.767227,0.747000,0.785948,0.771521,0.783065,0.773770,0.772951,0.784426,0.685371,0.773130,0.781924,0.724044,0.723666,0.779152,0.751752,0.688670,0.731550,0.709419,0.712512,0.691700,0.429808,0.780936,0.423337,0.690027,0.557471,0.585497,0.786309,0.732943,0.688492,0.688801,0.779757,0.712881,0.703483,0.713722,0.688055,0.758818,0.714144,0.694965,0.770716,0.773956,0.746581,0.676670,0.431641,0.740221,0.735736,0.713514,0.764895,0.784677,0.679171,0.748914,0.424301,0.695738,0.567395,0.703373,0.688377,0.529126,0.597633,0.691855,0.769541,0.757844,0.772592,0.758564,0.779010,0.761826,0.775630,0.550416,0.711111,0.432617,0.705529,0.779521,0.699728,0.699198,0.424242,0.247657,0.707057,0.688503,0.696524,0.693440,0.690160,0.701731,0.700399,0.691079,0.703337,0.694259,0.675030,0.689008,0.778761,0.518219,0.711847,0.537565,0.694848,0.667989,0.710561,0.500655,0.513761,0.571629,0.586580,0.702871,0.776218,0.665339,0.745255,0.695522,0.774405,0.696118,0.709016,0.693878,0.690122,0.770886,0.706199,0.684840,0.680210,0.694482,0.739892,0.698065,0.689933,0.690030,0.407359,0.700399,0.694555,0.690160,0.697644,0.706266,0.666667,0.685906,0.703605,0.684840,0.618333
AKZ18144,0.667984,0.738142,0.746047,0.349802,0.748024,0.730237,0.576087,0.736166,0.673913,0.583004,0.518371,0.654382,0.664032,0.656126,0.626482,0.000000,0.735178,0.661000,0.745059,0.747036,0.753953,0.725296,0.723320,0.751976,0.679359,0.735178,0.738142,0.698087,0.679891,0.715415,0.694695,0.665020,0.642292,0.668337,0.636364,0.661067,0.578063,0.748024,0.652174,0.680593,0.548419,0.641304,0.731225,0.669960,0.664683,0.662042,0.750988,0.665020,0.657711,0.341897,0.662055,0.719368,0.337290,0.336957,0.754941,0.718379,0.733202,0.639328,0.550395,0.661986,0.662663,0.674324,0.755929,0.750988,0.661067,0.726285,0.552372,0.664024,0.657115,0.668651,0.650301,0.576087,0.426877,0.655138,0.744071,0.741107,0.750745,0.745059,0.734190,0.733202,0.745059,0.629447,0.669281,0.542490,0.651442,0.735178,0.668478,0.668449,0.625823,0.579652,0.677763,0.685829,0.668449,0.676037,0.670213,0.679095,0.675100,0.675100,0.702101,0.674232,0.659498,0.662198,0.750988,0.669028,0.691767,0.595855,0.652576,0.657407,0.664928,0.574050,0.584535,0.582865,0.692641,0.671660,0.741107,0.666667,0.659341,0.667662,0.734190,0.633199,0.657104,0.669388,0.672530,0.694937,0.660377,0.671543,0.668414,0.667564,0.671159,0.674839,0.676510,0.666008,0.625493,0.675100,0.679947,0.662234,0.675393,0.680157,0.651822,0.655034,0.658211,0.659574,0.638333
YP_009230161,0.702463,0.539496,0.349580,0.745059,0.524173,0.567766,0.724638,0.521849,0.724409,0.777494,0.731877,0.726096,0.714004,0.729309,0.767227,0.735178,0.000000,0.725000,0.420168,0.352101,0.355462,0.530252,0.479832,0.547059,0.729459,0.516807,0.573950,0.744536,0.756498,0.551237,0.738739,0.702463,0.752768,0.729459,0.729704,0.718379,0.726923,0.352941,0.719383,0.738544,0.735632,0.731423,0.660500,0.730994,0.710317,0.727453,0.368908,0.723697,0.713433,0.738401,0.713722,0.558627,0.738872,0.740375,0.337815,0.487395,0.505042,0.727009,0.702148,0.723170,0.727728,0.755405,0.339496,0.348739,0.713722,0.675065,0.721311,0.721506,0.741348,0.732143,0.715431,0.728155,0.741617,0.726202,0.373950,0.541176,0.574975,0.342857,0.522184,0.509244,0.547899,0.710453,0.707190,0.719727,0.727163,0.534454,0.718750,0.740642,0.737813,0.705489,0.741678,0.721925,0.747326,0.745649,0.728723,0.724368,0.723036,0.715047,0.747837,0.740988,0.713262,0.739946,0.348739,0.694332,0.735944,0.730570,0.738441,0.747354,0.732725,0.736566,0.731324,0.716292,0.743506,0.722846,0.278992,0.743692,0.723277,0.720398,0.505882,0.689424,0.748634,0.734694,0.752368,0.753165,0.743935,0.734043,0.730013,0.724092,0.754717,0.753548,0.730201,0.717670,0.737188,0.736352,0.735724,0.735372,0.700262,0.728460,0.724696,0.735570,0.740988,0.712766,0.688333
YP_009229846,0.508000,0.694000,0.729000,0.658000,0.716000,0.709000,0.658000,0.750000,0.529000,0.685000,0.664000,0.454000,0.426000,0.455000,0.747000,0.661000,0.725000,0.000000,0.738000,0.741000,0.745000,0.726000,0.725000,0.732000,0.462926,0.733000,0.704000,0.372951,0.362517,0.693000,0.378378,0.504000,0.678000,0.341683,0.675000,0.418000,0.656000,0.741000,0.658000,0.495957,0.709000,0.717000,0.720000,0.456000,0.326000,0.389000,0.734000,0.366000,0.381000,0.661000,0.425000,0.707000,0.657000,0.657000,0.740000,0.736000,0.741000,0.674000,0.647000,0.442327,0.455455,0.452703,0.740000,0.726000,0.435000,0.697000,0.655000,0.395000,0.679000,0.270000,0.381764,0.684000,0.652000,0.461000,0.720000,0.738000,0.740000,0.734000,0.726000,0.729000,0.742000,0.671000,0.452288,0.654000,0.682692,0.715000,0.380435,0.491979,0.671937,0.658635,0.523302,0.520053,0.514706,0.520750,0.523936,0.516644,0.537949,0.533955,0.576020,0.518024,0.682198,0.495979,0.740000,0.682186,0.365462,0.696891,0.471598,0.519841,0.486310,0.688073,0.697248,0.679775,0.746753,0.479401,0.737000,0.447543,0.452000,0.387000,0.729000,0.417671,0.404372,0.457143,0.464141,0.363291,0.412399,0.432181,0.483617,0.399731,0.327493,0.485161,0.476510,0.432000,0.676741,0.533955,0.450199,0.421543,0.442408,0.455614,0.483131,0.477852,0.499332,0.486702,0.393333
YP_009227263,0.734975,0.496266,0.405229,0.749012,0.488550,0.578755,0.746860,0.493300,0.727362,0.766411,0.748759,0.737052,0.728797,0.721519,0.785948,0.745059,0.420168,0.738000,0.000000,0.352124,0.359477,0.487705,0.535246,0.510656,0.730461,0.575163,0.560531,0.737705,0.767442,0.582155,0.754755,0.741872,0.756458,0.730461,0.747851,0.732213,0.738462,0.382943,0.737705,0.727763,0.746169,0.730528,0.565217,0.739766,0.740079,0.722498,0.350490,0.732547,0.732338,0.740375,0.728529,0.575786,0.744807,0.729516,0.365196,0.484029,0.541667,0.751210,0.738281,0.727182,0.736737,0.718919,0.366830,0.352124,0.730503,0.580365,0.734812,0.734390,0.747723,0.741071,0.739479,0.726214,0.731755,0.733072,0.421569,0.552288,0.588878,0.370915,0.525597,0.540249,0.545378,0.732655,0.722876,0.739258,0.765625,0.497110,0.743207,0.717914,0.740448,0.740295,0.736352,0.766043,0.729947,0.757697,0.751330,0.745672,0.750999,0.752330,0.750309,0.753004,0.747909,0.756032,0.394608,0.718623,0.745984,0.747409,0.754293,0.718254,0.756193,0.752294,0.744430,0.758427,0.770563,0.724095,0.402147,0.754316,0.729271,0.730348,0.514356,0.708166,0.747268,0.741497,0.738836,0.759494,0.761456,0.748670,0.753604,0.745626,0.730458,0.740645,0.732886,0.732478,0.742444,0.733688,0.747676,0.747340,0.675393,0.750653,0.727395,0.739597,0.714286,0.740691,0.701667
AMB66138,0.727094,0.527801,0.110931,0.751976,0.536047,0.601648,0.733333,0.504188,0.716535,0.737425,0.751738,0.711155,0.719921,0.738072,0.771521,0.747036,0.352101,0.741000,0.352124,0.000000,0.039516,0.468033,0.467213,0.543443,0.732465,0.524000,0.555556,0.750000,0.742818,0.593640,0.749750,0.727094,0.747232,0.738477,0.730659,0.718379,0.727885,0.029264,0.735776,0.738544,0.742337,0.745748,0.580019,0.735867,0.716270,0.732408,0.281781,0.723697,0.730348,0.740375,0.720632,0.586273,0.745796,0.739388,0.244195,0.485667,0.540497,0.729913,0.727539,0.721163,0.735736,0.747297,0.248792,0.067742,0.712734,0.676803,0.726133,0.714569,0.735883,0.739087,0.735471,0.732039,0.739645,0.734053,0.350524,0.506400,0.608739,0.237357,0.541809,0.546888,0.552101,0.724329,0.701961,0.730469,0.733173,0.541701,0.722826,0.735294,0.735178,0.732262,0.744341,0.744652,0.752674,0.745649,0.734043,0.736352,0.737683,0.739015,0.757726,0.735648,0.727599,0.723861,0.024116,0.709514,0.741968,0.737047,0.747688,0.740741,0.745763,0.745740,0.748362,0.741573,0.759740,0.719101,0.383154,0.735724,0.708292,0.728358,0.506973,0.692102,0.726776,0.723810,0.749662,0.730380,0.749326,0.700798,0.750983,0.748318,0.735849,0.758710,0.720805,0.716683,0.729304,0.737683,0.738380,0.703457,0.688482,0.732376,0.716599,0.738255,0.735648,0.708777,0.675000
AMB65994,0.725123,0.521992,0.141700,0.759881,0.492791,0.576007,0.737198,0.511725,0.735236,0.756181,0.755710,0.714143,0.718935,0.739046,0.783065,0.753953,0.355462,0.745000,0.359477,0.039516,0.000000,0.472951,0.472951,0.517213,0.738477,0.497581,0.558872,0.747268,0.759234,0.577739,0.750751,0.725123,0.749077,0.741483,0.736390,0.719368,0.734615,0.035953,0.732883,0.738544,0.744253,0.749329,0.547641,0.741715,0.720238,0.735382,0.293117,0.728614,0.729353,0.749260,0.723593,0.591992,0.749753,0.748272,0.253226,0.446355,0.546774,0.735721,0.728516,0.729188,0.738739,0.747297,0.260484,0.088710,0.716683,0.680278,0.729990,0.733399,0.744991,0.742063,0.736473,0.723301,0.742604,0.737978,0.353226,0.502419,0.577954,0.251223,0.550341,0.553527,0.582353,0.733580,0.692810,0.735352,0.730769,0.544178,0.729620,0.739305,0.732543,0.728246,0.739015,0.739305,0.747326,0.742972,0.728723,0.735020,0.732357,0.735020,0.751545,0.734312,0.749104,0.735925,0.052419,0.707490,0.742972,0.739637,0.729194,0.746032,0.754889,0.744430,0.750983,0.741573,0.757576,0.721598,0.337737,0.734396,0.709291,0.727363,0.474159,0.690763,0.744536,0.723810,0.745602,0.720253,0.743935,0.726064,0.745740,0.751009,0.746631,0.748387,0.724832,0.722606,0.726675,0.732357,0.735724,0.723404,0.696335,0.725849,0.716599,0.734228,0.739653,0.708777,0.675000
AMB16939,0.701478,0.372614,0.468033,0.736166,0.426633,0.651099,0.728502,0.427973,0.715551,0.747656,0.726912,0.719124,0.707101,0.704966,0.773770,0.725296,0.530252,0.726000,0.487705,0.468033,0.472951,0.000000,0.124590,0.477869,0.716433,0.536066,0.453566,0.755464,0.757866,0.550353,0.738739,0.700493,0.757380,0.727455,0.745941,0.713439,0.716346,0.463211,0.723240,0.725067,0.723180,0.732319,0.595745,0.718324,0.720238,0.718533,0.475410,0.716814,0.722388,0.736426,0.706811,0.530982,0.731949,0.728529,0.488525,0.242623,0.426230,0.744434,0.729492,0.709127,0.713714,0.717568,0.458197,0.465574,0.715696,0.623805,0.731919,0.713578,0.719490,0.733135,0.723447,0.728155,0.733728,0.727184,0.468852,0.423770,0.626614,0.459836,0.479522,0.520332,0.525210,0.718779,0.699346,0.728516,0.722356,0.517754,0.733696,0.708556,0.719368,0.725569,0.720373,0.715241,0.711230,0.701473,0.708777,0.708389,0.709720,0.711052,0.731768,0.703605,0.724014,0.729223,0.467213,0.709514,0.729920,0.715026,0.708058,0.740741,0.745763,0.732634,0.724771,0.740169,0.741342,0.714107,0.472337,0.733068,0.708292,0.722388,0.433142,0.694779,0.709016,0.727891,0.713126,0.762025,0.737197,0.730053,0.736566,0.730821,0.735849,0.726452,0.724832,0.719645,0.705650,0.709720,0.730412,0.727394,0.708115,0.737598,0.736842,0.720805,0.711615,0.727394,0.695000
AMB15810,0.717241,0.373444,0.469672,0.742095,0.425785,0.621795,0.734300,0.442211,0.717520,0.748508,0.730884,0.718127,0.714004,0.721519,0.772951,0.723320,0.479832,0.725000,0.535246,0.467213,0.472951,0.124590,0.000000,0.522131,0.715431,0.534426,0.452736,0.751366,0.752394,0.551237,0.741742,0.698522,0.743542,0.730461,0.750716,0.709486,0.719231,0.459866,0.726133,0.733154,0.734674,0.727842,0.595745,0.717349,0.719246,0.718533,0.472131,0.705998,0.721393,0.737414,0.707799,0.530982,0.742829,0.732478,0.451639,0.226230,0.417213,0.739593,0.735352,0.706118,0.715716,0.724324,0.454918,0.465574,0.719645,0.622068,0.736741,0.718533,0.725865,0.732143,0.726453,0.723301,0.732742,0.722277,0.458197,0.418033,0.629593,0.457377,0.476109,0.526971,0.480672,0.714154,0.711111,0.735352,0.735577,0.519405,0.735054,0.731283,0.718050,0.729585,0.723036,0.716578,0.719251,0.705489,0.711436,0.712383,0.713715,0.713715,0.733004,0.706275,0.732378,0.738606,0.464754,0.702429,0.730924,0.722798,0.719947,0.747354,0.748370,0.733945,0.736566,0.737360,0.739177,0.719101,0.463254,0.705179,0.708292,0.721393,0.424938,0.700134,0.719945,0.707483,0.718539,0.756962,0.723720,0.696809,0.727392,0.741588,0.707547,0.750968,0.728859,0.726555,0.730618,0.712383,0.737052,0.723404,0.695026,0.703655,0.734143,0.718121,0.732977,0.728723,0.686667
ALX81095,0.730049,0.483817,0.508197,0.756917,0.478372,0.624542,0.749758,0.496650,0.718504,0.763001,0.748759,0.735060,0.728797,0.744888,0.784426,0.751976,0.547059,0.732000,0.510656,0.543443,0.517213,0.477869,0.522131,0.000000,0.723447,0.396721,0.426202,0.756831,0.752394,0.613074,0.747748,0.731034,0.735240,0.739479,0.753582,0.726285,0.733654,0.520903,0.735776,0.741240,0.737548,0.748433,0.602220,0.734893,0.731151,0.729435,0.506557,0.720747,0.735323,0.753208,0.726555,0.603432,0.740851,0.754195,0.545082,0.513934,0.527869,0.751210,0.729492,0.725176,0.729730,0.744595,0.511475,0.545082,0.728529,0.609904,0.741562,0.730426,0.736794,0.741071,0.734469,0.740777,0.756410,0.740922,0.545082,0.539344,0.637537,0.515574,0.520478,0.285477,0.248739,0.722479,0.721569,0.737305,0.721154,0.242775,0.737772,0.743316,0.733860,0.740295,0.743009,0.732620,0.727273,0.724230,0.727394,0.744341,0.739015,0.725699,0.750309,0.731642,0.741935,0.750670,0.543443,0.715587,0.748996,0.725389,0.754293,0.719577,0.732725,0.719528,0.733945,0.741573,0.772727,0.714107,0.540875,0.747676,0.722278,0.730348,0.491386,0.708166,0.739071,0.740136,0.746955,0.745570,0.750674,0.732713,0.748362,0.744280,0.738544,0.760000,0.731544,0.731491,0.720105,0.728362,0.742364,0.739362,0.710733,0.742820,0.712551,0.747651,0.714286,0.700798,0.708333
YP_438136,0.510020,0.719439,0.733467,0.677355,0.719439,0.719439,0.639279,0.726453,0.531062,0.676353,0.671343,0.399800,0.475952,0.489980,0.685371,0.679359,0.729459,0.462926,0.730461,0.732465,0.738477,0.716433,0.715431,0.723447,0.000000,0.732465,0.735471,0.504098,0.506156,0.697395,0.494990,0.509018,0.656313,0.494990,0.663327,0.448898,0.655311,0.732465,0.660321,0.121294,0.683367,0.644289,0.734469,0.250501,0.466934,0.452906,0.737475,0.459920,0.460922,0.670341,0.478958,0.698397,0.670341,0.670341,0.737475,0.718437,0.723447,0.663327,0.650301,0.335005,0.240481,0.518919,0.734469,0.730461,0.470942,0.720441,0.653307,0.457916,0.715431,0.449900,0.471944,0.669339,0.655311,0.495992,0.727455,0.721443,0.753507,0.737475,0.732465,0.727455,0.737475,0.712425,0.507190,0.651303,0.668269,0.736473,0.471467,0.387701,0.671937,0.659973,0.547270,0.532086,0.530749,0.535475,0.534574,0.547270,0.543276,0.544607,0.576020,0.535381,0.671446,0.506702,0.731463,0.724696,0.505020,0.683938,0.513871,0.554233,0.533246,0.719528,0.685452,0.665730,0.784632,0.172285,0.719439,0.484728,0.400802,0.453908,0.728457,0.448461,0.468579,0.423129,0.518268,0.511392,0.482480,0.478723,0.517693,0.472409,0.463612,0.535484,0.538255,0.464930,0.668857,0.543276,0.508632,0.481383,0.494764,0.501305,0.522267,0.512752,0.542056,0.519947,0.446667
AJT58581,0.724138,0.472199,0.521457,0.762846,0.497031,0.597985,0.736232,0.505863,0.726378,0.752771,0.743793,0.738048,0.717949,0.740993,0.773130,0.735178,0.516807,0.733000,0.575163,0.524000,0.497581,0.536066,0.534426,0.396721,0.732465,0.000000,0.444444,0.762295,0.757866,0.602473,0.759760,0.723153,0.729705,0.731463,0.744986,0.724308,0.723077,0.506689,0.725169,0.741240,0.745211,0.735900,0.574468,0.738791,0.734127,0.728444,0.531984,0.732547,0.741294,0.745311,0.717670,0.583413,0.753709,0.754195,0.510809,0.447993,0.535686,0.747338,0.729492,0.723170,0.731732,0.748649,0.482287,0.487903,0.726555,0.662902,0.733848,0.725471,0.742259,0.740079,0.738477,0.734951,0.715976,0.741904,0.513296,0.536000,0.572989,0.508972,0.546928,0.400000,0.389076,0.724329,0.712418,0.727539,0.735577,0.381503,0.726902,0.729947,0.719368,0.722892,0.712383,0.739305,0.737968,0.732262,0.715426,0.707057,0.711052,0.707057,0.729295,0.731642,0.714456,0.726542,0.483923,0.714575,0.748996,0.726684,0.743725,0.734127,0.756193,0.727392,0.731324,0.738764,0.744589,0.729089,0.548307,0.742364,0.737263,0.735323,0.426579,0.700134,0.737705,0.737415,0.742896,0.753165,0.738544,0.731383,0.739187,0.741588,0.746631,0.756129,0.731544,0.725568,0.716163,0.709720,0.738380,0.704787,0.702880,0.733681,0.740891,0.740940,0.734312,0.731383,0.663333
AJG04899,0.734975,0.475519,0.549751,0.747036,0.553859,0.610806,0.728502,0.469012,0.725394,0.759591,0.754717,0.729084,0.715976,0.732230,0.781924,0.738142,0.573950,0.704000,0.560531,0.555556,0.558872,0.453566,0.452736,0.426202,0.735471,0.444444,0.000000,0.732240,0.763338,0.621025,0.748749,0.733005,0.750923,0.728457,0.738300,0.712451,0.728846,0.548495,0.729026,0.746631,0.735632,0.735004,0.658649,0.735867,0.717262,0.714569,0.466003,0.719764,0.729353,0.745311,0.719645,0.558627,0.748764,0.745311,0.513267,0.450249,0.480929,0.727009,0.729492,0.734203,0.730731,0.755405,0.513267,0.539801,0.713722,0.579496,0.729990,0.714569,0.737705,0.731151,0.725451,0.729126,0.741617,0.733072,0.514925,0.486733,0.669315,0.558872,0.493174,0.491286,0.496639,0.729880,0.722876,0.727539,0.729567,0.487562,0.730978,0.748663,0.723320,0.725569,0.758988,0.751337,0.729947,0.751004,0.760638,0.753662,0.729694,0.761651,0.766378,0.762350,0.714456,0.730563,0.543118,0.718623,0.734940,0.738342,0.737120,0.742063,0.740548,0.736566,0.739187,0.757022,0.756494,0.737828,0.524046,0.725100,0.731269,0.730348,0.397181,0.697456,0.737705,0.741497,0.748309,0.740506,0.718329,0.724734,0.736566,0.742934,0.747978,0.748387,0.722148,0.713722,0.722733,0.754993,0.726428,0.723404,0.706806,0.732376,0.723347,0.743624,0.740988,0.736702,0.683333
ALB06101,0.590164,0.715847,0.760929,0.683060,0.706284,0.722678,0.713115,0.736339,0.583333,0.695355,0.672131,0.530055,0.469945,0.535519,0.724044,0.698087,0.744536,0.372951,0.737705,0.750000,0.747268,0.755464,0.751366,0.756831,0.504098,0.762295,0.732240,0.000000,0.160055,0.683060,0.165301,0.588798,0.695355,0.285519,0.672131,0.493169,0.689891,0.747268,0.695355,0.516393,0.719945,0.743169,0.725410,0.516393,0.468579,0.457650,0.766393,0.482240,0.431694,0.691257,0.471311,0.726776,0.685792,0.688525,0.766393,0.763661,0.751366,0.680328,0.699454,0.489071,0.506831,0.484973,0.762295,0.756831,0.527322,0.718579,0.698087,0.461749,0.703552,0.398907,0.464481,0.736339,0.680328,0.524590,0.759563,0.754098,0.736339,0.743169,0.744536,0.748634,0.756831,0.695355,0.467213,0.688525,0.673497,0.740437,0.430328,0.512295,0.687158,0.702186,0.596995,0.579235,0.532787,0.540984,0.577869,0.588798,0.553279,0.587432,0.598361,0.549180,0.674863,0.535519,0.755464,0.693989,0.214481,0.702186,0.536885,0.554645,0.525956,0.715847,0.717213,0.681180,0.719945,0.508197,0.748634,0.486339,0.545082,0.431694,0.758197,0.556011,0.471311,0.487705,0.486339,0.441257,0.448087,0.508197,0.519126,0.435792,0.401639,0.497268,0.504098,0.519126,0.728142,0.568306,0.479508,0.504098,0.517760,0.498634,0.531421,0.525956,0.546448,0.520492,0.436667
