species,QCH41361__MK643151.1,QCE20585__MH340498.1,QBO56618__MK543949.1,YP_009552708__MF998085,QAY29280__MH614323.1,AZU96659__MK182384.1,Q90054__undef,O71153__undef,Q90185__undef,P27454__undef,AIU96359__KF907321.1,AYH52678__MH550148.1,AXQ04869__MH188047.1,AXQ04865__MH188046.1,AXQ04862__MH188045.1,AXQ04855__MH188043.1,AXQ04852__MH188042.1,YP_009362129__FJ040397,NP_542609__AY033435,AXL93742__MF673888.1,YP_009310053__KU727766,YP_009256211__KX165268,YP_009134732__KP410261,YP_009021036__KF963252,YP_008766862__KC991097,YP_008658568__KF275669,YP_007003823__JX645046,YP_006589928__JX110122,YP_006576512__JX020762,YP_004678720__HQ613271,YP_004222723__GU452720,YP_003572961__AF218266,YP_002887625__FJ810126,YP_002854229__FJ360744,YP_002308470__FJ410797,YP_002265406__EU233812,YP_271915__DQ002873,YP_227600__AX344110,YP_164339__AY665654,NP_958099__AY461507,NP_899650__L32896,NP_874381__AY189948,NP_694838__AF375296,NP_694843__AY032882,NP_694834__AB042597,NP_051020__AF192260,AWV66983__MG693113.1,AWV66980__MG693112.1,AWV66978__MG693111.1,AWV66976__MG693110.1,AWV66973__MG693109.1,AWS20449__MF083940.1,P05840__undef,AWA28230__MG963176.1,AVM80379__MF094135.1,AOS51057__KT962050.1,ARI46485__KY548841.1,ARI46481__KY548840.1,ASU47551__KX774632.1,ASM93489__KY214444.1,ARV85915__KX145610.1,ARV85890__KX145609.1,ARV85889__KX145609.1,ARV85888__KX145609.1,ARV85887__KX145609.1,ARV85886__KX145609.1,AIQ82699__KM052275.1,AQN78650__KX648536.1,AQN78648__KX648535.1,APA19411__KX603698.1,ANG55949__KX035107.1,AAR11281__AY355306.1,ANN89695__KU373072.1,AND61496__KU215794.1,AAM28234__AY102034.1,ALS03998__KT316253.1,ALS03995__KT316252.1,ALS03992__KT316251.1,ALS03989__KT316250.1,ALS03986__KT316249.1,ALS03967__KT316259.1,ALS03963__KT316257.1,ALS03957__KT316255.1,ALS03954__KT316254.1,ALS03905__KT316245.1,ALS03902__KT316244.1,ALL74042__KT239104.1,ALK24441__KR492913.1,ALK24438__KR492912.1,ALK24429__KR492909.1,ALE60551__KP733862.1,ALE60548__KP733861.1,ALE60546__KP733860.1,ALE60543__KP733859.1,ALE60540__KP733858.1,ALE60537__KP733857.1,AKE98354__KM272863.1,AJD76763__KM593913.1,AJI02597__KM975734.1,AIT71975__KM576800.1,AIY34702__KM485614.1,AIJ28503__KJ830753.1,AIJ19291__KJ862253.1,ADB12609__GQ475529.1,AAM93906__AY124937.1,AAG10007__AF273215.1,AGW23423__KF214742.1,AGO32215__KF015280.1,AGO32210__KF015279.1,AGO32205__KF015278.1,AGO32190__KF015275.1,AFK91980__JQ894784.1,AFH02761__JN857346.1,AFC75858__JQ320376.1,AEV46269__JN377975.1,AFA36168__JN616415.1,ADK63426__GU371276.1,AAR15382__AY362548.1,AAR15379__AY362547.1,AAR11285__AY355307.1,ABU95011__EF579771.1,ABU94996__EF579766.1,ABU94990__EF579764.1,ABU94987__EF579763.1,ABU94984__EF579762.1,ABU94966__EF579756.1,ABR23509__EF633688.1,AAM28943__AY095351.2,ACS70953__FJ805445.1,AAP78907__AY310877.1,AAN41665__AY148187.1,AAT35223__AY605055.1,ACG50803__EU851411.1,ACV52075__GQ411199.1
ARV85887__KX145609.1,0.846678,0.825843,0.817680,0.814310,0.845977,0.887564,0.776147,0.783486,0.889267,0.877342,0.877342,0.892675,0.899489,0.885860,0.885860,0.826698,0.896082,0.795571,0.844974,0.885860,0.812383,0.783646,0.784111,0.844974,0.603261,0.820202,0.783394,0.843271,0.836457,0.838160,0.879046,0.877342,0.770073,0.885860,0.885615,0.889267,0.908463,0.652778,0.829642,0.776147,0.777574,0.796226,0.848382,0.033451,0.844974,0.773234,0.820961,0.747664,0.858603,0.858603,0.848382,0.807496,0.887912,0.846678,0.892675,0.877342,0.809605,0.781362,0.835616,0.791579,0.654514,0.006814,0.005111,0.005111,0.000000,0.005310,0.794690,0.848432,0.807760,0.884157,0.832746,0.877342,0.877342,0.891204,0.880750,0.875639,0.875639,0.875639,0.877342,0.879046,0.896082,0.880750,0.885860,0.880750,0.882353,0.884083,0.821124,0.884083,0.891003,0.877163,0.877342,0.880750,0.877342,0.879046,0.880750,0.880750,0.879046,0.884368,0.889267,0.838160,0.895238,0.877342,0.877342,0.896082,0.877342,0.880750,0.885860,0.654514,0.654514,0.654514,0.654514,0.785321,0.741279,0.810507,0.877342,0.878788,0.877163,0.877342,0.880750,0.880750,0.889267,0.889267,0.890971,0.889267,0.889267,0.889267,0.877342,0.890971,0.887564,0.892675,0.824532,0.892675,0.795571,0.892675
ARV85886__KX145609.1,0.842478,0.825843,0.819521,0.808850,0.848276,0.883186,0.779817,0.783486,0.895575,0.892035,0.900885,0.899115,0.892035,0.890265,0.884956,0.826698,0.892035,0.784071,0.842478,0.883186,0.810507,0.771681,0.778761,0.838938,0.603261,0.812121,0.783394,0.838938,0.830088,0.833628,0.884956,0.895575,0.766423,0.886726,0.881416,0.886726,0.892035,0.642478,0.830088,0.776147,0.777574,0.796226,0.842478,0.031858,0.842478,0.773234,0.820961,0.747664,0.842478,0.854867,0.842478,0.801770,0.894505,0.838938,0.892035,0.895575,0.810619,0.777778,0.837168,0.791579,0.644248,0.007080,0.005310,0.005310,0.005310,0.000000,0.800000,0.842478,0.808850,0.890265,0.835398,0.895575,0.895575,0.891204,0.893805,0.893805,0.893805,0.895575,0.883186,0.895575,0.892035,0.893805,0.897345,0.876106,0.883186,0.884956,0.814159,0.883186,0.877876,0.877876,0.895575,0.895575,0.897345,0.881416,0.892035,0.892035,0.895575,0.884368,0.890265,0.831858,0.895238,0.897345,0.897345,0.893805,0.890265,0.899115,0.899115,0.644248,0.644248,0.644248,0.644248,0.787156,0.741279,0.808630,0.892035,0.878788,0.876106,0.879646,0.893805,0.892035,0.884956,0.890265,0.892035,0.890265,0.884956,0.884956,0.897345,0.890265,0.888496,0.899115,0.814159,0.895575,0.789381,0.892035
AIQ82699__KM052275.1,0.803540,0.812734,0.802947,0.773451,0.845977,0.884956,0.732110,0.728440,0.895575,0.900885,0.877876,0.897345,0.902655,0.884956,0.884956,0.763466,0.893805,0.722124,0.796460,0.900885,0.718574,0.750442,0.322124,0.808850,0.811594,0.802020,0.732852,0.824779,0.808850,0.796460,0.902655,0.876106,0.760949,0.886726,0.888496,0.884956,0.892035,0.823009,0.780531,0.739450,0.731618,0.726415,0.808850,0.801770,0.796460,0.702602,0.838428,0.666667,0.840708,0.840708,0.851327,0.718584,0.901099,0.803540,0.900885,0.876106,0.555752,0.396057,0.784071,0.804211,0.810619,0.800000,0.801770,0.801770,0.794690,0.800000,0.000000,0.830088,0.769912,0.886726,0.801770,0.876106,0.876106,0.886574,0.876106,0.876106,0.874336,0.877876,0.877876,0.877876,0.872566,0.876106,0.877876,0.877876,0.886726,0.890265,0.736283,0.888496,0.890265,0.892035,0.876106,0.876106,0.876106,0.877876,0.876106,0.876106,0.892035,0.886510,0.890265,0.805310,0.895238,0.876106,0.876106,0.874336,0.892035,0.872566,0.892035,0.810619,0.821239,0.810619,0.821239,0.735780,0.691860,0.720450,0.879646,0.876457,0.888496,0.877876,0.876106,0.877876,0.886726,0.888496,0.886726,0.886726,0.886726,0.886726,0.874336,0.897345,0.888496,0.897345,0.743363,0.893805,0.722124,0.877876
AQN78650__KX648536.1,0.627178,0.838951,0.802947,0.790941,0.855172,0.891986,0.816514,0.823853,0.890244,0.879791,0.876307,0.881533,0.885017,0.890244,0.890244,0.796253,0.876307,0.839721,0.822300,0.890244,0.787992,0.810105,0.810105,0.837979,0.842391,0.846465,0.817690,0.829268,0.824042,0.813589,0.890244,0.874564,0.824818,0.893728,0.905923,0.888502,0.895470,0.853659,0.818815,0.818349,0.814338,0.788679,0.825784,0.845070,0.822300,0.791822,0.851528,0.803738,0.865854,0.874564,0.879791,0.806620,0.892308,0.831010,0.886760,0.874564,0.834495,0.831541,0.824042,0.810526,0.853659,0.844948,0.850174,0.858885,0.848432,0.842478,0.830088,0.000000,0.811287,0.879791,0.801056,0.876307,0.869338,0.895833,0.872822,0.874564,0.871080,0.871080,0.867596,0.874564,0.893728,0.872822,0.876307,0.874564,0.902439,0.895470,0.843206,0.905923,0.909408,0.907666,0.874564,0.876307,0.874564,0.874564,0.872822,0.874564,0.869338,0.888651,0.895470,0.836237,0.895238,0.874564,0.874564,0.869338,0.860627,0.869338,0.876307,0.853659,0.853659,0.853659,0.853659,0.809174,0.781977,0.801126,0.869338,0.869464,0.905923,0.867596,0.874564,0.874564,0.891986,0.888502,0.883275,0.891986,0.891986,0.891986,0.876307,0.883275,0.891986,0.890244,0.843206,0.885017,0.836237,0.876307
AQN78648__KX648535.1,0.809524,0.805243,0.797422,0.776014,0.852874,0.871252,0.655046,0.655046,0.876543,0.869489,0.878307,0.874780,0.874780,0.871252,0.871252,0.805621,0.885362,0.772487,0.820106,0.873016,0.748593,0.777778,0.772487,0.825397,0.764493,0.812121,0.655235,0.814815,0.827160,0.797178,0.869489,0.878307,0.631387,0.867725,0.883598,0.871252,0.885362,0.805996,0.800705,0.656881,0.658088,0.747170,0.825397,0.807760,0.820106,0.724907,0.834061,0.719626,0.837743,0.837743,0.828924,0.779541,0.894505,0.823633,0.883598,0.873016,0.784832,0.759857,0.821869,0.791579,0.807760,0.809524,0.805996,0.807760,0.807760,0.808850,0.769912,0.811287,0.000000,0.869489,0.816578,0.871252,0.878307,0.888889,0.873016,0.878307,0.876543,0.878307,0.871252,0.876543,0.871252,0.874780,0.873016,0.888889,0.888889,0.897707,0.772487,0.888889,0.888889,0.890653,0.876543,0.871252,0.871252,0.869489,0.873016,0.873016,0.878307,0.890792,0.878307,0.823633,0.891429,0.871252,0.880071,0.876543,0.874780,0.876543,0.874780,0.807760,0.807760,0.807760,0.807760,0.649541,0.616279,0.756098,0.881834,0.864802,0.888889,0.878307,0.871252,0.873016,0.869489,0.867725,0.873016,0.869489,0.869489,0.871252,0.878307,0.874780,0.869489,0.878307,0.772487,0.878307,0.772487,0.878307
APA19411__KX603698.1,0.870458,0.859551,0.872928,0.893791,0.885057,0.050569,0.882569,0.886239,0.218159,0.040353,0.815315,0.213924,0.164251,0.053097,0.054224,0.892272,0.074401,0.877465,0.892573,0.043675,0.883677,0.882180,0.882556,0.902926,0.885870,0.888889,0.888087,0.896053,0.885790,0.878924,0.036570,0.816817,0.868613,0.059269,0.885615,0.054362,0.886010,0.895833,0.900645,0.880734,0.882353,0.873585,0.893758,0.890845,0.892573,0.888476,0.862445,0.859813,0.891207,0.894030,0.877850,0.886400,0.876923,0.900398,0.437984,0.819277,0.873070,0.888889,0.880137,0.863158,0.894097,0.887701,0.884615,0.895978,0.884157,0.890265,0.886726,0.879791,0.869489,0.000000,0.875000,0.816817,0.816817,0.833333,0.816817,0.816817,0.815315,0.815315,0.815315,0.816817,0.832031,0.816817,0.819820,0.821321,0.878893,0.889273,0.895334,0.877163,0.878893,0.877163,0.815315,0.818318,0.818318,0.818318,0.816817,0.816817,0.816817,0.843683,0.160556,0.877333,0.824762,0.816817,0.813814,0.815315,0.822823,0.829427,0.815315,0.894097,0.894097,0.894097,0.892361,0.899083,0.840116,0.891182,0.815315,0.771562,0.880623,0.816817,0.816817,0.816817,0.044248,0.048040,0.055626,0.046776,0.045512,0.044248,0.816817,0.074401,0.049305,0.211392,0.886819,0.213924,0.878873,0.818318
ANG55949__KX035107.1,0.781690,0.820225,0.797422,0.794014,0.891954,0.873239,0.792661,0.796330,0.876761,0.873239,0.875000,0.875000,0.880282,0.873239,0.875000,0.850117,0.873239,0.808099,0.778169,0.882042,0.793621,0.764085,0.795775,0.786972,0.829710,0.832323,0.794224,0.786972,0.779930,0.760563,0.873239,0.873239,0.801095,0.873239,0.904930,0.878521,0.896127,0.839789,0.755282,0.794495,0.792279,0.796226,0.778169,0.832746,0.778169,0.799257,0.823144,0.750779,0.841549,0.841549,0.839789,0.823944,0.898901,0.771127,0.867958,0.878521,0.820423,0.795699,0.809859,0.772632,0.839789,0.830986,0.832746,0.832746,0.832746,0.835398,0.801770,0.801056,0.816578,0.875000,0.000000,0.873239,0.873239,0.888889,0.878521,0.873239,0.871479,0.871479,0.869718,0.871479,0.882042,0.878521,0.875000,0.869718,0.904930,0.897887,0.808099,0.897887,0.903169,0.904930,0.873239,0.873239,0.873239,0.871479,0.878521,0.878521,0.873239,0.897216,0.867958,0.779930,0.899048,0.873239,0.875000,0.873239,0.867958,0.873239,0.875000,0.839789,0.839789,0.839789,0.839789,0.788991,0.758721,0.793621,0.873239,0.864802,0.906690,0.873239,0.875000,0.878521,0.876761,0.873239,0.876761,0.873239,0.876761,0.876761,0.869718,0.875000,0.873239,0.875000,0.806338,0.876761,0.808099,0.878521
AAR11281__AY355306.1,0.875197,0.895131,0.891344,0.880719,0.875862,0.818318,0.875229,0.875229,0.812312,0.819820,0.009009,0.812312,0.808374,0.818318,0.818318,0.878220,0.821321,0.906907,0.884384,0.826807,0.870544,0.869369,0.868739,0.878378,0.884058,0.882828,0.879061,0.884384,0.890390,0.885886,0.819820,0.001502,0.863139,0.819820,0.871750,0.819820,0.868739,0.871528,0.873874,0.873394,0.865809,0.869811,0.896396,0.897887,0.882883,0.864312,0.838428,0.847352,0.873874,0.873874,0.877850,0.875200,0.890110,0.894895,0.812312,0.039157,0.885077,0.869176,0.883562,0.858947,0.871528,0.893393,0.900901,0.903904,0.877342,0.895575,0.876106,0.876307,0.871252,0.816817,0.873239,0.000000,0.003003,0.030093,0.037538,0.007508,0.012012,0.015015,0.021021,0.019520,0.043544,0.037538,0.006006,0.013514,0.868512,0.866782,0.885886,0.868512,0.865052,0.866782,0.013514,0.006006,0.006006,0.009009,0.039039,0.036036,0.006006,0.169165,0.818318,0.887387,0.005714,0.003003,0.004505,0.030030,0.079580,0.006006,0.016517,0.875000,0.876736,0.873264,0.876736,0.875229,0.854651,0.868668,0.007508,0.069930,0.863322,0.003003,0.033033,0.034535,0.818318,0.818318,0.818318,0.818318,0.818318,0.818318,0.004505,0.819820,0.816817,0.812312,0.887387,0.812312,0.902402,0.082583
ANN89695__KU373072.1,0.870458,0.874532,0.896869,0.893791,0.875862,0.818318,0.880734,0.869725,0.810811,0.821321,0.009009,0.810811,0.808374,0.818318,0.818318,0.878220,0.821321,0.900901,0.882883,0.826807,0.872420,0.869369,0.870466,0.878378,0.884058,0.882828,0.879061,0.885886,0.891892,0.885886,0.821321,0.001502,0.863139,0.819820,0.871750,0.819820,0.868739,0.875000,0.873874,0.873394,0.865809,0.869811,0.896396,0.896127,0.882883,0.868030,0.838428,0.850467,0.873874,0.873874,0.877850,0.902400,0.890110,0.894895,0.815315,0.039157,0.885077,0.885305,0.883562,0.858947,0.875000,0.891892,0.902402,0.903904,0.877342,0.895575,0.876106,0.869338,0.878307,0.816817,0.873239,0.003003,0.000000,0.030093,0.037538,0.007508,0.012012,0.015015,0.021021,0.019520,0.043544,0.037538,0.006006,0.013514,0.868512,0.868512,0.885886,0.868512,0.865052,0.866782,0.013514,0.006006,0.006006,0.009009,0.039039,0.036036,0.006006,0.169165,0.818318,0.887387,0.005714,0.003003,0.004505,0.027027,0.079580,0.006006,0.016517,0.875000,0.876736,0.876736,0.876736,0.875229,0.854651,0.870544,0.007508,0.067599,0.865052,0.003003,0.033033,0.034535,0.818318,0.818318,0.818318,0.818318,0.818318,0.818318,0.004505,0.815315,0.816817,0.810811,0.887387,0.810811,0.905405,0.081081
AND61496__KU215794.1,0.884259,0.898148,0.888889,0.884259,0.898148,0.835648,0.891204,0.879630,0.835648,0.835648,0.034722,0.837963,0.858796,0.835648,0.835648,0.899297,0.835648,0.884259,0.893519,0.842593,0.900463,0.870370,0.895833,0.886574,0.900463,0.891204,0.884259,0.893519,0.886574,0.886574,0.835648,0.027778,0.891204,0.831019,0.891204,0.837963,0.898148,0.893519,0.884259,0.893519,0.888889,0.891204,0.886574,0.895833,0.893519,0.900463,0.893519,0.894081,0.893519,0.893519,0.895833,0.881944,0.900463,0.891204,0.847222,0.043981,0.895833,0.891204,0.886574,0.902778,0.895833,0.893519,0.895833,0.898148,0.891204,0.891204,0.886574,0.895833,0.888889,0.833333,0.888889,0.030093,0.030093,0.000000,0.041667,0.023148,0.025463,0.018519,0.018519,0.016204,0.048611,0.041667,0.032407,0.039352,0.900463,0.886574,0.879630,0.898148,0.888889,0.902778,0.041667,0.030093,0.032407,0.037037,0.043981,0.039352,0.032407,0.136574,0.840278,0.884259,0.032407,0.027778,0.025463,0.018519,0.083333,0.032407,0.046296,0.895833,0.895833,0.895833,0.895833,0.893519,0.904070,0.891204,0.037037,0.522145,0.907407,0.030093,0.030093,0.037037,0.835648,0.835648,0.835648,0.835648,0.835648,0.835648,0.032407,0.831019,0.835648,0.840278,0.900463,0.835648,0.886574,0.046296
AAM28234__AY102034.1,0.873618,0.897004,0.878453,0.875817,0.875862,0.815315,0.880734,0.871560,0.810811,0.815315,0.043544,0.810811,0.808374,0.816817,0.816817,0.875878,0.819820,0.885886,0.884384,0.825301,0.868668,0.866366,0.868739,0.876877,0.894928,0.882828,0.879061,0.882883,0.879880,0.884384,0.809309,0.036036,0.864964,0.816817,0.864818,0.816817,0.868739,0.875000,0.879880,0.873394,0.871324,0.871698,0.884384,0.892606,0.884384,0.873606,0.836245,0.841121,0.873874,0.873874,0.877850,0.880000,0.887912,0.891892,0.816817,0.006024,0.883362,0.858423,0.880137,0.858947,0.871528,0.891892,0.894895,0.905405,0.880750,0.893805,0.876106,0.872822,0.873016,0.816817,0.878521,0.037538,0.037538,0.041667,0.000000,0.036036,0.033033,0.028529,0.028529,0.024024,0.009009,0.006006,0.040541,0.042042,0.870242,0.863322,0.884384,0.870242,0.866782,0.868512,0.048048,0.039039,0.040541,0.043544,0.004505,0.001502,0.040541,0.188437,0.815315,0.887387,0.047619,0.037538,0.036036,0.039039,0.085586,0.036036,0.051051,0.875000,0.876736,0.876736,0.873264,0.873394,0.848837,0.866792,0.042042,0.062937,0.866782,0.037538,0.012012,0.003003,0.815315,0.815315,0.815315,0.815315,0.815315,0.815315,0.039039,0.813814,0.813814,0.812312,0.887387,0.810811,0.902402,0.051051
ALS03998__KT316253.1,0.873618,0.865169,0.895028,0.874183,0.875862,0.816817,0.873394,0.871560,0.809309,0.818318,0.013514,0.810811,0.808374,0.816817,0.816817,0.878220,0.819820,0.879880,0.882883,0.826807,0.870544,0.867868,0.884283,0.876877,0.900362,0.876768,0.871841,0.882883,0.891892,0.884384,0.819820,0.006006,0.863139,0.818318,0.870017,0.818318,0.868739,0.868056,0.873874,0.873394,0.867647,0.867925,0.896396,0.892606,0.881381,0.871747,0.836245,0.844237,0.873874,0.873874,0.877850,0.875200,0.890110,0.893393,0.812312,0.037651,0.885077,0.883513,0.883562,0.861053,0.866319,0.894895,0.899399,0.903904,0.875639,0.893805,0.876106,0.874564,0.878307,0.816817,0.873239,0.007508,0.007508,0.023148,0.036036,0.000000,0.006006,0.010511,0.016517,0.015015,0.042042,0.036036,0.010511,0.018018,0.868512,0.866782,0.878378,0.868512,0.863322,0.865052,0.018018,0.009009,0.010511,0.013514,0.037538,0.034535,0.010511,0.162741,0.816817,0.885886,0.011429,0.007508,0.009009,0.025526,0.075075,0.010511,0.021021,0.866319,0.868056,0.868056,0.868056,0.875229,0.854651,0.868668,0.012012,0.067599,0.863322,0.007508,0.028529,0.033033,0.816817,0.816817,0.816817,0.816817,0.816817,0.816817,0.009009,0.818318,0.815315,0.809309,0.888889,0.810811,0.882883,0.081081
ALS03995__KT316252.1,0.870458,0.868914,0.895028,0.874183,0.878161,0.816817,0.873394,0.869725,0.809309,0.818318,0.018018,0.810811,0.808374,0.816817,0.816817,0.878220,0.819820,0.884384,0.882883,0.826807,0.868668,0.866366,0.898100,0.878378,0.896739,0.888889,0.871841,0.884384,0.891892,0.882883,0.806306,0.010511,0.864964,0.818318,0.871750,0.818318,0.867012,0.868056,0.873874,0.873394,0.865809,0.867925,0.896396,0.892606,0.882883,0.871747,0.836245,0.841121,0.873874,0.873874,0.876221,0.875200,0.887912,0.891892,0.813814,0.034639,0.883362,0.885305,0.876712,0.861053,0.869792,0.894895,0.902402,0.903904,0.875639,0.893805,0.874336,0.871080,0.876543,0.815315,0.871479,0.012012,0.012012,0.025463,0.033033,0.006006,0.000000,0.007508,0.013514,0.012012,0.039039,0.033033,0.015015,0.022523,0.870242,0.866782,0.869369,0.870242,0.866782,0.868512,0.022523,0.013514,0.015015,0.018018,0.034535,0.031532,0.015015,0.167024,0.816817,0.885886,0.017143,0.012012,0.013514,0.024024,0.073574,0.012012,0.025526,0.868056,0.869792,0.871528,0.868056,0.875229,0.854651,0.868668,0.016517,0.067599,0.866782,0.012012,0.025526,0.030030,0.816817,0.816817,0.816817,0.816817,0.816817,0.816817,0.013514,0.818318,0.815315,0.810811,0.887387,0.809309,0.884384,0.078078
ALS03992__KT316251.1,0.872038,0.870787,0.898711,0.890523,0.875862,0.816817,0.880734,0.869725,0.810811,0.807808,0.021021,0.812312,0.808374,0.818318,0.818318,0.878220,0.821321,0.908408,0.884384,0.826807,0.870544,0.866366,0.868739,0.878378,0.882246,0.880808,0.879061,0.884384,0.891892,0.884384,0.804805,0.013514,0.859489,0.819820,0.868284,0.819820,0.867012,0.866319,0.875375,0.871560,0.863971,0.869811,0.896396,0.894366,0.884384,0.868030,0.836245,0.844237,0.873874,0.873874,0.877850,0.899200,0.885714,0.893393,0.813814,0.030120,0.885077,0.887097,0.883562,0.858947,0.871528,0.896396,0.902402,0.903904,0.875639,0.895575,0.877876,0.871080,0.878307,0.815315,0.871479,0.015015,0.015015,0.018519,0.028529,0.010511,0.007508,0.000000,0.009009,0.007508,0.034535,0.025526,0.018018,0.025526,0.868512,0.866782,0.869369,0.870242,0.866782,0.868512,0.025526,0.016517,0.018018,0.021021,0.027027,0.027027,0.018018,0.175589,0.815315,0.890390,0.020952,0.015015,0.013514,0.019520,0.076577,0.015015,0.028529,0.871528,0.869792,0.869792,0.869792,0.873394,0.854651,0.868668,0.019520,0.067599,0.866782,0.015015,0.021021,0.025526,0.816817,0.816817,0.816817,0.816817,0.816817,0.816817,0.016517,0.818318,0.815315,0.812312,0.890390,0.810811,0.884384,0.073574
ALS03989__KT316250.1,0.868878,0.867041,0.895028,0.888889,0.868966,0.816817,0.875229,0.867890,0.809309,0.818318,0.027027,0.810811,0.811594,0.818318,0.818318,0.880562,0.821321,0.908408,0.876877,0.826807,0.870544,0.864865,0.868739,0.876877,0.896739,0.882828,0.875451,0.872372,0.891892,0.884384,0.819820,0.019520,0.863139,0.818318,0.871750,0.818318,0.867012,0.869792,0.873874,0.871560,0.863971,0.869811,0.893393,0.897887,0.882883,0.871747,0.836245,0.844237,0.873874,0.873874,0.879479,0.880000,0.885714,0.894895,0.810811,0.030120,0.885077,0.883513,0.873288,0.858947,0.869792,0.893393,0.902402,0.905405,0.877342,0.883186,0.877876,0.867596,0.871252,0.815315,0.869718,0.021021,0.021021,0.018519,0.028529,0.016517,0.013514,0.009009,0.000000,0.007508,0.034535,0.028529,0.024024,0.031532,0.868512,0.865052,0.869369,0.870242,0.866782,0.868512,0.031532,0.022523,0.024024,0.027027,0.030030,0.027027,0.024024,0.179872,0.816817,0.888889,0.028571,0.021021,0.019520,0.022523,0.078078,0.021021,0.033033,0.869792,0.873264,0.873264,0.873264,0.871560,0.845930,0.868668,0.025526,0.067599,0.866782,0.021021,0.021021,0.025526,0.815315,0.815315,0.815315,0.815315,0.815315,0.816817,0.022523,0.818318,0.813814,0.809309,0.885886,0.810811,0.902402,0.075075
ALS03986__KT316249.1,0.870458,0.872659,0.898711,0.874183,0.873563,0.816817,0.875229,0.869725,0.809309,0.818318,0.025526,0.810811,0.809984,0.818318,0.818318,0.878220,0.821321,0.878378,0.885886,0.826807,0.870544,0.864865,0.868739,0.875375,0.882246,0.886869,0.880866,0.872372,0.893393,0.882883,0.818318,0.018018,0.863139,0.819820,0.871750,0.819820,0.868739,0.866319,0.875375,0.871560,0.863971,0.869811,0.896396,0.894366,0.884384,0.873606,0.836245,0.844237,0.873874,0.873874,0.877850,0.899200,0.885714,0.893393,0.815315,0.025602,0.886792,0.862007,0.883562,0.863158,0.869792,0.896396,0.902402,0.903904,0.879046,0.895575,0.877876,0.874564,0.876543,0.816817,0.871479,0.019520,0.019520,0.016204,0.024024,0.015015,0.012012,0.007508,0.007508,0.000000,0.030030,0.024024,0.022523,0.030030,0.870242,0.866782,0.869369,0.870242,0.866782,0.868512,0.030030,0.021021,0.022523,0.025526,0.025526,0.022523,0.022523,0.173448,0.815315,0.887387,0.026667,0.019520,0.018018,0.021021,0.073574,0.019520,0.033033,0.871528,0.869792,0.869792,0.869792,0.873394,0.848837,0.868668,0.024024,0.069930,0.866782,0.019520,0.019520,0.021021,0.816817,0.816817,0.816817,0.816817,0.816817,0.816817,0.021021,0.818318,0.815315,0.810811,0.888889,0.810811,0.906907,0.070571
ALS03967__KT316259.1,0.872038,0.865169,0.874770,0.892157,0.878161,0.833333,0.880734,0.871560,0.821615,0.822917,0.049550,0.822917,0.808374,0.833333,0.832031,0.875878,0.832031,0.885915,0.883289,0.825301,0.870544,0.865979,0.868739,0.880319,0.893116,0.880808,0.875451,0.890789,0.883134,0.886398,0.824219,0.042042,0.866788,0.830729,0.864818,0.833333,0.870466,0.875000,0.880208,0.871560,0.871324,0.871698,0.897742,0.894366,0.883289,0.877323,0.836245,0.844237,0.870343,0.870149,0.872964,0.897600,0.885714,0.895086,0.832031,0.012048,0.874786,0.881720,0.876712,0.856842,0.875000,0.905080,0.894231,0.889043,0.896082,0.892035,0.872566,0.893728,0.871252,0.832031,0.882042,0.043544,0.043544,0.048611,0.009009,0.042042,0.039039,0.034535,0.034535,0.030030,0.000000,0.009009,0.046547,0.048048,0.866782,0.856401,0.890625,0.870242,0.859862,0.861592,0.054054,0.045045,0.046547,0.049550,0.010511,0.007508,0.046547,0.197002,0.830729,0.897333,0.055238,0.043544,0.042042,0.045045,0.087087,0.041667,0.057057,0.871528,0.873264,0.876736,0.873264,0.875229,0.843023,0.870544,0.048048,0.062937,0.859862,0.043544,0.018018,0.009009,0.832031,0.832031,0.832031,0.832031,0.832031,0.832031,0.045045,0.829427,0.830729,0.824219,0.885387,0.822917,0.881690,0.057057
ALS03963__KT316257.1,0.875197,0.872659,0.876611,0.895425,0.880460,0.815315,0.880734,0.871560,0.809309,0.815315,0.043544,0.809309,0.808374,0.816817,0.816817,0.875878,0.819820,0.887387,0.885886,0.825301,0.868668,0.864865,0.868739,0.878378,0.894928,0.880808,0.877256,0.872372,0.881381,0.884384,0.816817,0.036036,0.868613,0.816817,0.864818,0.816817,0.868739,0.875000,0.879880,0.871560,0.871324,0.869811,0.884384,0.894366,0.882883,0.873606,0.836245,0.844237,0.872372,0.872372,0.877850,0.880000,0.890110,0.893393,0.816817,0.009036,0.883362,0.862007,0.881849,0.858947,0.875000,0.891892,0.896396,0.900901,0.880750,0.893805,0.876106,0.872822,0.874780,0.816817,0.878521,0.037538,0.037538,0.041667,0.006006,0.036036,0.033033,0.025526,0.028529,0.024024,0.009009,0.000000,0.040541,0.045045,0.866782,0.863322,0.873874,0.870242,0.868512,0.870242,0.048048,0.039039,0.040541,0.043544,0.004505,0.004505,0.040541,0.192719,0.815315,0.887387,0.047619,0.037538,0.036036,0.039039,0.085586,0.036036,0.051051,0.871528,0.876736,0.876736,0.876736,0.875229,0.848837,0.872420,0.042042,0.062937,0.866782,0.037538,0.013514,0.006006,0.815315,0.815315,0.815315,0.815315,0.815315,0.815315,0.039039,0.815315,0.813814,0.807808,0.887387,0.804805,0.902402,0.054054
