species,ASM93495__KY214448.1,YP_009389289__KY640438,AIF74245__KJ641683.1,AIF74237__KJ641680.1,AIF74198__KJ641663.1,ASC49417__KY640455.1,ASC49334__KY640430.1,ASC49322__KY640427.1,YP_009315890__KU321655,AOX47681__KU321654.1,ARO85894__KY680280.1,YP_009361877__KX981923,APC23176__KT961665.1,APC23164__KT961659.1,ARF02873__KY679174.1,AQX45759__KX343069.1,AQR59123__KX133426.1,AQS80393__KX981980.1,AQS80381__KX981976.1,AQS80297__KX981922.1,AQS80292__KX981921.1,AQN78781__KX685945.1,ALT55209__KU295526.1,ALT55208__KU295525.1,ALT55206__KU295523.1,ALT55196__KU295513.1,YP_009315908__KT878839,YP_009315886__KT878837,AOT82271__KU745628.1,BAS32608__AB982223.1,AOL02446__KX583629.1,YP_009272913__KU950356,AOE23875__KX384823.1,ANY57893__KX272741.1,AEF33726__JF512473.1,ADN44566__GQ869543.1,ADN44563__GQ869542.1,ALA40028__KT329428.1,YP_009259490__KU172421,YP_009186840__KT716186,YP_009241376__LC085675,BAU69595__LC085666.1,BAU88511__LC148407.1,AGF85783__KC580640.1,AAF61213__AF221123.1,AAB95451__AF028705.1,AKI82155__KR261072.1,ADI60252__HM053693.2,YP_009229908__KT592508,AME15917__KT878967.1,AME15905__KT878961.1,AME15895__KT878959.1,YP_009227290__KT454512,YP_009215301__KP729195,ALR74754__KT965075.1,AKG54800__KP281720.1,AIW53333__KM254174.1,BAR72999__LC011425.1,YP_009130650__AB937988,BAR42282__LC011438.1,YP_009154712__KP733794,AID57413__KJ396347.1,AII82250__KM017744.1,AIT18928__KJ495710.1,AIC77176__KJ631100.1,AES86015__JN648103.1,AEI99166__HQ291308.1,ADM26648__HQ113143.1,YP_002916059__FJ973561,ACJ38931__FJ170278.1,YP_009010974__KF360033,AHK26987__KF025386.1,AHK26969__KF025380.1,AHA86835__KF373759.1,AGS15085__KF206166.1,AGS15081__KF206165.1,AGS15077__KF206164.1,AGS15053__KF206158.1,AGS15039__KF206154.1,AGL09957__KC339251.1,AGL09956__KC339250.1,AFV48069__JX627576.1,AFK85003__JQ814850.1,AFR53039__JQ923422.1,YP_005097851__JQ037754,ADB55714__GU269892.1,AFH96872__JQ692585.1,AFM30852__JQ177083.1,AFD01617__JN798211.1,AFD01602__JN798204.1,ABV71710__EU175872.1,AAA66612__M20036.1,AEX38011__JQ037753.1,AEX30511__JN831651.1,AEQ76796__JF504699.1,AEP95278__JN202450.1,AEO37417__JF429834.1,AEM37643__JN420372.1,AEM37606__JN420365.1,AEM37593__JN420361.1,ACT09660__GQ200736.1,ADP36995__HQ223038.1,AAD13755__AF085716.1,ADD17085__GU226971.1,ADF32027__GU938300.1,ADK34009__HM145750.1,AAR26464__AY388617.1,AAR07954__AY349010.1,AAC40229__U44978.1,AAA83224__U22967.1,AAA74973__U26342.1,AAC03775__AF043303.1,ADB20207__GQ387499.1,ADD22705__GU214704.1,ACD37375__EU659111.1,ABY67706__EU200677.1,ABY67682__EU200669.1,AAO32086__AY186198.1,AAN03856__AF513852.1,AAL09673__AF406967.1,AAL09671__AF406966.1,AAL55416__AY064475.1,AAF61212__AF221122.1,ACH81927__EU918736.1,ACL31580__FJ214110.1,ABI16638__DQ813647.1,ABC69727__DQ335247.1,CAA66227__X97629.1,CAA25689__X01457.1,AIZ50117__KP120516.1,AIE58040__KM035804.1,AGW95844__KC876004.1,AAC40694__AF036710.1
AIC77176__KJ631100.1,0.815748,0.784252,0.639511,0.820300,0.816112,0.798425,0.815748,0.815748,0.820472,0.822047,0.833071,0.839370,0.814173,0.837795,0.808612,0.818898,0.828346,0.837795,0.820472,0.811024,0.828346,0.611024,0.831496,0.823622,0.833071,0.825197,0.825210,0.844094,0.830283,0.622047,0.803150,0.809449,0.840945,0.907087,0.803150,0.850394,0.937008,0.837795,0.834646,0.629921,0.603150,0.503650,0.820472,0.793701,0.826772,0.793269,0.515306,0.823622,0.798425,0.816850,0.807874,0.815748,0.815748,0.825197,0.611475,0.823622,0.888189,0.619968,0.628346,0.612048,0.801770,0.823622,0.818898,0.539200,0.000000,0.825197,0.806299,0.847244,0.795276,0.807874,0.804724,0.811024,0.809449,0.822047,0.796850,0.823622,0.803150,0.817323,0.806299,0.803150,0.807874,0.625197,0.822047,0.825197,0.832000,0.814173,0.823622,0.853543,0.861417,0.885039,0.861417,0.818644,0.829921,0.809449,0.848819,0.826772,0.793701,0.806667,0.823622,0.807874,0.829921,0.817323,0.795082,0.807504,0.844094,0.823622,0.801639,0.800712,0.325984,0.805423,0.834646,0.793881,0.844482,0.833071,0.321260,0.851969,0.859843,0.806299,0.800000,0.833071,0.821229,0.837795,0.842520,0.817323,0.815748,0.792271,0.839370,0.838710,0.113386,0.823024,0.822785,0.832013,0.203150
AES86015__JN648103.1,0.586420,0.640432,0.790224,0.570715,0.828371,0.640432,0.625000,0.632716,0.554012,0.549383,0.834633,0.837754,0.487654,0.820988,0.818182,0.554012,0.808642,0.842434,0.837754,0.836193,0.833073,0.839506,0.837754,0.842434,0.842434,0.840874,0.833613,0.853395,0.823627,0.828704,0.828704,0.458333,0.839506,0.888889,0.615741,0.844340,0.943396,0.837754,0.666667,0.827640,0.827103,0.755474,0.438272,0.524691,0.851852,0.802885,0.775510,0.530864,0.498457,0.836996,0.837754,0.829953,0.591049,0.614198,0.822951,0.026235,0.887346,0.816425,0.813772,0.790361,0.814159,0.848674,0.456790,0.819200,0.825197,0.000000,0.581102,0.837963,0.586420,0.578125,0.618827,0.612654,0.626543,0.820988,0.635802,0.533951,0.620370,0.629630,0.609568,0.487654,0.530864,0.827160,0.625000,0.587963,0.833600,0.837754,0.458333,0.852201,0.837963,0.876543,0.864198,0.838983,0.859568,0.600309,0.848765,0.839370,0.617284,0.805000,0.325617,0.353395,0.808642,0.577044,0.813115,0.810767,0.845679,0.589506,0.814754,0.797153,0.817901,0.818182,0.828704,0.813205,0.816054,0.811728,0.816358,0.844340,0.842593,0.825617,0.812800,0.837963,0.808194,0.805556,0.841049,0.584877,0.415123,0.818035,0.641975,0.846774,0.822531,0.812715,0.828210,0.795563,0.822531
AEI99166__HQ291308.1,0.606299,0.670866,0.798371,0.602329,0.837128,0.670866,0.617323,0.620472,0.636220,0.633071,0.842520,0.834646,0.533858,0.837795,0.829346,0.611024,0.809449,0.842520,0.837795,0.840945,0.842520,0.815748,0.837795,0.836220,0.833071,0.836220,0.821849,0.845669,0.816972,0.836220,0.828346,0.592126,0.840945,0.899213,0.612598,0.844094,0.935433,0.845669,0.680315,0.818898,0.825197,0.759124,0.593701,0.549606,0.845669,0.828526,0.762755,0.562205,0.552756,0.826007,0.833071,0.834646,0.503937,0.622047,0.811475,0.581102,0.880315,0.827697,0.811024,0.787952,0.800000,0.836220,0.595276,0.817600,0.806299,0.581102,0.000000,0.837795,0.617323,0.612598,0.629921,0.622047,0.615748,0.825197,0.645669,0.568504,0.623622,0.631496,0.629921,0.562205,0.581102,0.829921,0.637795,0.623622,0.835200,0.839370,0.581102,0.844094,0.834646,0.888189,0.859843,0.835593,0.856693,0.631496,0.848819,0.837795,0.626772,0.816667,0.574803,0.584252,0.818898,0.193701,0.822951,0.831974,0.847244,0.625197,0.814754,0.806050,0.811024,0.830941,0.847244,0.824477,0.809365,0.806299,0.826772,0.840945,0.853543,0.833071,0.835200,0.834646,0.802607,0.817323,0.847244,0.622047,0.588976,0.834138,0.681890,0.845161,0.801575,0.809278,0.819168,0.803487,0.809449
ADM26648__HQ113143.1,0.838612,0.849170,0.796334,0.813644,0.847636,0.831071,0.826546,0.820513,0.825038,0.829563,0.854914,0.850234,0.839753,0.790347,0.757576,0.846390,0.832579,0.859594,0.862715,0.862715,0.868955,0.836115,0.864275,0.861154,0.858034,0.861154,0.862185,0.458462,0.780366,0.835596,0.750000,0.829563,0.756798,0.888379,0.831071,0.495283,0.715409,0.854914,0.837104,0.835404,0.833333,0.784672,0.837104,0.831071,0.787330,0.758013,0.775510,0.819005,0.829563,0.857143,0.850234,0.862715,0.822021,0.819005,0.821311,0.832579,0.883861,0.832528,0.827856,0.840964,0.755752,0.865835,0.834087,0.836800,0.847244,0.837963,0.837795,0.000000,0.808446,0.837500,0.841629,0.841629,0.814480,0.785822,0.840121,0.834087,0.838612,0.823529,0.835596,0.832579,0.829563,0.837104,0.841629,0.822021,0.760000,0.861154,0.837104,0.512579,0.331825,0.251885,0.273002,0.864407,0.582202,0.828054,0.437500,0.864567,0.838612,0.751667,0.829563,0.811463,0.745098,0.838050,0.745902,0.753670,0.696833,0.832579,0.747541,0.750890,0.836858,0.759171,0.794872,0.758454,0.787625,0.832579,0.841629,0.455975,0.444785,0.770393,0.766400,0.757296,0.787709,0.809955,0.803922,0.838124,0.834087,0.761675,0.822021,0.870968,0.855204,0.716495,0.804702,0.833597,0.850679
YP_002916059__FJ973561,0.659794,0.668814,0.773931,0.605657,0.816112,0.679124,0.650499,0.668814,0.656716,0.673969,0.831513,0.837754,0.588598,0.805195,0.792663,0.620584,0.799712,0.845554,0.836193,0.833073,0.834633,0.813354,0.837754,0.843994,0.836193,0.831513,0.833613,0.824615,0.820300,0.803863,0.802469,0.650773,0.815710,0.871560,0.643178,0.828616,0.935535,0.840874,0.679124,0.812112,0.800623,0.740876,0.659794,0.631443,0.812500,0.818910,0.765306,0.635846,0.643041,0.827839,0.833073,0.837754,0.646438,0.662953,0.804918,0.632199,0.857355,0.806763,0.809077,0.775904,0.792920,0.845554,0.644330,0.795200,0.795276,0.586420,0.617323,0.808446,0.000000,0.057813,0.640180,0.641679,0.677835,0.809880,0.652174,0.644381,0.636905,0.671392,0.669916,0.614691,0.638327,0.804511,0.647222,0.255155,0.801600,0.828393,0.640464,0.823899,0.828313,0.879336,0.844646,0.832203,0.835260,0.644678,0.830793,0.831496,0.631184,0.806667,0.631443,0.635309,0.811533,0.614780,0.806557,0.797716,0.832106,0.284794,0.801639,0.802491,0.790030,0.799043,0.812227,0.809984,0.822742,0.804035,0.811377,0.817610,0.826687,0.809668,0.814400,0.812596,0.813780,0.803279,0.824305,0.270802,0.634367,0.809984,0.661082,0.837097,0.803571,0.804124,0.820976,0.787639,0.803279
ACJ38931__FJ170278.1,0.620313,0.628125,0.782077,0.650582,0.812609,0.626563,0.617188,0.618750,0.620313,0.620313,0.835938,0.834375,0.575000,0.812500,0.808612,0.610938,0.800000,0.843750,0.839063,0.832812,0.834375,0.812500,0.835938,0.846875,0.835938,0.831250,0.828571,0.831250,0.826955,0.815625,0.817187,0.601562,0.831250,0.892188,0.628125,0.827044,0.915094,0.835938,0.626563,0.812500,0.804688,0.748175,0.610938,0.592187,0.831250,0.826923,0.765306,0.609375,0.589063,0.824176,0.832812,0.837500,0.614062,0.656250,0.808197,0.578125,0.878125,0.813205,0.805947,0.775904,0.792920,0.850000,0.610938,0.801600,0.807874,0.578125,0.612598,0.837500,0.057813,0.000000,0.631250,0.626563,0.634375,0.835938,0.640625,0.614062,0.626563,0.635938,0.629687,0.576562,0.615625,0.812500,0.596875,0.217188,0.822400,0.835938,0.606250,0.838050,0.832812,0.881250,0.859375,0.830508,0.839063,0.634375,0.829688,0.829921,0.626563,0.813333,0.585938,0.585938,0.807813,0.610063,0.811475,0.812398,0.837500,0.242188,0.804918,0.802491,0.792188,0.807018,0.815625,0.827697,0.822742,0.804688,0.809375,0.822327,0.840625,0.814063,0.828800,0.832812,0.815642,0.815625,0.834375,0.237500,0.592187,0.826087,0.631250,0.838710,0.800000,0.807560,0.820976,0.790808,0.804688
YP_009010974__KF360033,0.649175,0.646177,0.784114,0.667221,0.838879,0.646177,0.436282,0.433283,0.646177,0.649175,0.837754,0.840874,0.582435,0.842579,0.813397,0.628264,0.808096,0.848674,0.853354,0.848674,0.843994,0.827011,0.843994,0.848674,0.848674,0.842434,0.840336,0.861538,0.826955,0.820090,0.804012,0.650675,0.836858,0.906728,0.179910,0.836478,0.921384,0.848674,0.689655,0.815217,0.819315,0.755474,0.634183,0.623688,0.838081,0.804487,0.765306,0.617691,0.632684,0.844322,0.851794,0.845554,0.638681,0.683658,0.811475,0.629685,0.899550,0.829308,0.815336,0.824096,0.812389,0.848674,0.646177,0.792000,0.804724,0.618827,0.629921,0.841629,0.640180,0.631250,0.000000,0.164918,0.209895,0.838081,0.175412,0.625187,0.145427,0.115442,0.191904,0.620690,0.625187,0.824060,0.649175,0.646177,0.824000,0.853354,0.634183,0.834906,0.838855,0.877828,0.864253,0.854237,0.859070,0.208396,0.849085,0.851969,0.109445,0.815000,0.620690,0.640180,0.803598,0.641509,0.813115,0.822186,0.842579,0.647676,0.811475,0.813167,0.832326,0.808612,0.841079,0.813205,0.817726,0.808096,0.815592,0.827044,0.835890,0.811178,0.812800,0.832565,0.806331,0.818591,0.848576,0.642965,0.656672,0.809984,0.673163,0.859677,0.815592,0.804124,0.801085,0.792393,0.821589
AHK26987__KF025386.1,0.640180,0.652174,0.786151,0.670549,0.830123,0.650675,0.436282,0.430285,0.649175,0.649175,0.836193,0.839314,0.579353,0.839580,0.824561,0.632873,0.815592,0.848674,0.843994,0.843994,0.850234,0.820941,0.839314,0.842434,0.842434,0.828393,0.840336,0.849231,0.828619,0.818591,0.817901,0.641679,0.844411,0.902141,0.155922,0.831761,0.921384,0.842434,0.689655,0.813665,0.820872,0.744526,0.628186,0.625187,0.827586,0.825321,0.757653,0.601199,0.638681,0.840659,0.842434,0.850234,0.632684,0.697151,0.809836,0.625187,0.901049,0.819646,0.810642,0.816867,0.833628,0.845554,0.643178,0.796800,0.811024,0.612654,0.622047,0.841629,0.641679,0.626563,0.164918,0.000000,0.163418,0.829085,0.170915,0.607196,0.181409,0.193403,0.157421,0.623688,0.632684,0.827068,0.646177,0.647676,0.825600,0.850234,0.629685,0.834906,0.840361,0.870287,0.861237,0.844068,0.853073,0.154423,0.841463,0.842520,0.172414,0.810000,0.613193,0.640180,0.785607,0.630503,0.809836,0.817292,0.839580,0.647676,0.818033,0.814947,0.818731,0.814992,0.836582,0.824477,0.826087,0.817091,0.823088,0.828616,0.838957,0.823263,0.816000,0.823349,0.797020,0.805097,0.851574,0.639939,0.635682,0.822866,0.674663,0.858065,0.812594,0.805842,0.797468,0.798732,0.815592
AHK26969__KF025380.1,0.700246,0.700246,0.780041,0.645591,0.837128,0.701474,0.433666,0.475472,0.675712,0.703931,0.847114,0.839314,0.576271,0.825397,0.807018,0.635945,0.793948,0.847114,0.843994,0.840874,0.847114,0.827011,0.842434,0.851794,0.847114,0.834633,0.838655,0.830769,0.818636,0.829123,0.817901,0.694205,0.814199,0.873089,0.178411,0.831761,0.927673,0.843994,0.750614,0.818323,0.819315,0.762774,0.671267,0.670951,0.816964,0.812500,0.770408,0.630156,0.684411,0.838828,0.843994,0.847114,0.659631,0.675487,0.806557,0.667539,0.881129,0.818035,0.804382,0.826506,0.814159,0.843994,0.680905,0.801600,0.809449,0.626543,0.615748,0.814480,0.677835,0.634375,0.209895,0.163418,0.000000,0.827844,0.199400,0.645804,0.168155,0.249066,0.261838,0.666667,0.646424,0.822556,0.666667,0.678617,0.800000,0.847114,0.674129,0.820755,0.814759,0.870287,0.835596,0.845763,0.836705,0.200900,0.829268,0.844094,0.193403,0.810000,0.668329,0.687264,0.805907,0.627358,0.801639,0.812398,0.821797,0.687811,0.804918,0.804270,0.802115,0.799043,0.831150,0.814815,0.812709,0.798271,0.806886,0.814465,0.822086,0.809668,0.804800,0.818740,0.797020,0.794337,0.837482,0.647504,0.678295,0.811594,0.716216,0.854839,0.800595,0.800687,0.790235,0.784469,0.800298
AHA86835__KF373759.1,0.823353,0.814371,0.784114,0.808652,0.854641,0.820359,0.827844,0.814371,0.809880,0.806886,0.865835,0.848674,0.832049,0.784431,0.770335,0.817204,0.830838,0.858034,0.854914,0.856474,0.851794,0.836115,0.865835,0.856474,0.864275,0.851794,0.850420,0.798462,0.778702,0.821856,0.765432,0.824850,0.787009,0.853211,0.833583,0.797170,0.913522,0.859594,0.820359,0.827640,0.827103,0.810219,0.812874,0.815868,0.767964,0.756410,0.770408,0.815868,0.808383,0.860806,0.858034,0.867395,0.818862,0.817365,0.804918,0.809880,0.860778,0.813205,0.826291,0.831325,0.792920,0.861154,0.811377,0.811200,0.822047,0.820988,0.825197,0.785822,0.809880,0.835938,0.838081,0.829085,0.827844,0.000000,0.845577,0.811377,0.836826,0.823353,0.836826,0.821856,0.821856,0.827068,0.835329,0.817365,0.748800,0.861154,0.814371,0.795597,0.790663,0.862745,0.811463,0.857627,0.802395,0.836582,0.786585,0.872441,0.833583,0.740000,0.823353,0.821856,0.738024,0.823899,0.749180,0.742251,0.790419,0.817365,0.757377,0.798932,0.820242,0.765550,0.781437,0.764895,0.780936,0.832335,0.824850,0.789308,0.789877,0.773414,0.763200,0.741935,0.802607,0.785928,0.787425,0.833585,0.817365,0.752013,0.817365,0.858065,0.818862,0.759450,0.777577,0.822504,0.818862
AGS15085__KF206166.1,0.656672,0.671664,0.788187,0.690516,0.826620,0.665667,0.455772,0.452774,0.664168,0.667166,0.847114,0.839314,0.594761,0.841079,0.813397,0.651306,0.809595,0.851794,0.848674,0.843994,0.847114,0.830046,0.845554,0.854914,0.842434,0.843994,0.847059,0.855385,0.825291,0.830585,0.828704,0.667166,0.833837,0.902141,0.202399,0.827044,0.916667,0.847114,0.712144,0.807453,0.820872,0.762774,0.646177,0.646177,0.830585,0.825321,0.755102,0.626687,0.641679,0.838828,0.843994,0.847114,0.653673,0.691154,0.818033,0.646177,0.905547,0.819646,0.810642,0.804819,0.824779,0.839314,0.659670,0.804800,0.796850,0.635802,0.645669,0.840121,0.652174,0.640625,0.175412,0.170915,0.199400,0.845577,0.000000,0.638681,0.119940,0.173913,0.191904,0.635682,0.647676,0.836090,0.659670,0.667166,0.824000,0.839314,0.649175,0.830189,0.834337,0.870287,0.862745,0.850847,0.854573,0.214393,0.839939,0.850394,0.118441,0.808333,0.635682,0.656672,0.806597,0.652516,0.809836,0.810767,0.836582,0.670165,0.811475,0.807829,0.812689,0.805423,0.835082,0.813205,0.829431,0.809595,0.821589,0.822327,0.834356,0.821752,0.808000,0.837174,0.813780,0.812594,0.853073,0.665658,0.664168,0.808374,0.698651,0.856452,0.802099,0.805842,0.817360,0.795563,0.811094
AGS15081__KF206165.1,0.631579,0.691323,0.794297,0.587354,0.833625,0.678521,0.651926,0.652916,0.614509,0.608819,0.843994,0.842434,0.502311,0.826840,0.811802,0.591398,0.801153,0.839314,0.834633,0.836193,0.839314,0.845220,0.837754,0.845554,0.839314,0.836193,0.835294,0.820000,0.811980,0.841010,0.813272,0.556188,0.842900,0.888379,0.623688,0.831761,0.930818,0.837754,0.725462,0.826087,0.831776,0.770073,0.568990,0.588905,0.825893,0.817308,0.762755,0.092461,0.567568,0.831502,0.840874,0.836193,0.591750,0.654339,0.824590,0.561878,0.906389,0.829308,0.815336,0.826506,0.805310,0.840874,0.580370,0.816000,0.823622,0.533951,0.568504,0.834087,0.644381,0.614062,0.625187,0.607196,0.645804,0.811377,0.638681,0.000000,0.623512,0.642959,0.645804,0.588905,0.605974,0.839098,0.638691,0.647226,0.809600,0.837754,0.570413,0.820755,0.826807,0.876320,0.846154,0.838983,0.839595,0.629685,0.823171,0.839370,0.625187,0.803333,0.556188,0.583215,0.810811,0.567610,0.813115,0.789560,0.836524,0.651494,0.814754,0.802491,0.826284,0.818182,0.820961,0.821256,0.811037,0.804035,0.839820,0.819182,0.817485,0.835347,0.819200,0.823349,0.806331,0.813711,0.821376,0.632375,0.580370,0.816425,0.701280,0.845161,0.836310,0.793814,0.824593,0.781300,0.834575
AGS15077__KF206164.1,0.639881,0.650298,0.790224,0.675541,0.828371,0.654762,0.438988,0.441964,0.647321,0.653274,0.845554,0.845554,0.591680,0.846726,0.814992,0.637481,0.806548,0.850234,0.848674,0.848674,0.845554,0.831563,0.848674,0.848674,0.840874,0.842434,0.843697,0.847692,0.820300,0.830357,0.810185,0.653274,0.827795,0.906728,0.191904,0.839623,0.922956,0.853354,0.690476,0.812112,0.822430,0.751825,0.636905,0.638393,0.842262,0.814103,0.755102,0.622024,0.641369,0.838828,0.848674,0.848674,0.632440,0.677083,0.816393,0.632440,0.904762,0.821256,0.816901,0.819277,0.812389,0.845554,0.647321,0.800000,0.803150,0.620370,0.623622,0.838612,0.636905,0.626563,0.145427,0.181409,0.168155,0.836826,0.119940,0.623512,0.000000,0.157738,0.191964,0.613095,0.630952,0.824060,0.642857,0.653274,0.811200,0.847114,0.641369,0.838050,0.838855,0.871795,0.862745,0.849153,0.846726,0.211394,0.836890,0.848819,0.092954,0.813333,0.630952,0.639881,0.811012,0.632075,0.813115,0.809135,0.837798,0.656250,0.819672,0.809609,0.814199,0.808612,0.845238,0.808374,0.824415,0.811012,0.814371,0.827044,0.835890,0.817221,0.812800,0.837174,0.813780,0.815201,0.864583,0.649017,0.657738,0.803543,0.677083,0.856452,0.805060,0.805842,0.797468,0.800317,0.813711
AGS15053__KF206158.1,0.703611,0.694894,0.780041,0.638935,0.835377,0.693649,0.473609,0.514465,0.664858,0.684932,0.836193,0.833073,0.585516,0.839827,0.819777,0.632873,0.806916,0.848674,0.839314,0.847114,0.840874,0.837633,0.843994,0.842434,0.840874,0.833073,0.836975,0.835385,0.833611,0.827637,0.811728,0.696139,0.815710,0.889908,0.196402,0.831761,0.919811,0.843994,0.726027,0.805901,0.823988,0.762774,0.673777,0.668380,0.830357,0.822115,0.760204,0.630156,0.669202,0.833333,0.839314,0.842434,0.672823,0.688022,0.816393,0.671466,0.881129,0.819646,0.809077,0.804819,0.819469,0.845554,0.689698,0.806400,0.817323,0.629630,0.631496,0.823529,0.671392,0.635938,0.115442,0.193403,0.249066,0.823353,0.173913,0.642959,0.157738,0.000000,0.246518,0.662921,0.641026,0.831579,0.679167,0.681178,0.811200,0.842434,0.682441,0.825472,0.835843,0.870287,0.856712,0.840678,0.852601,0.202399,0.824695,0.842520,0.089955,0.806667,0.670823,0.682219,0.801688,0.641509,0.808197,0.812398,0.832106,0.699875,0.819672,0.814947,0.824773,0.810207,0.844250,0.818035,0.834448,0.804035,0.817365,0.816038,0.829755,0.811178,0.806400,0.824885,0.811918,0.797317,0.836018,0.642965,0.687339,0.818035,0.718555,0.850000,0.811012,0.802405,0.808318,0.808241,0.810730
AGS15039__KF206154.1,0.671309,0.678273,0.796334,0.672213,0.826620,0.681058,0.469330,0.474930,0.674095,0.675487,0.842434,0.836193,0.585516,0.841270,0.807018,0.637481,0.815562,0.851794,0.836193,0.842434,0.840874,0.822458,0.842434,0.847114,0.837754,0.831513,0.848739,0.846154,0.820300,0.827637,0.817901,0.664345,0.824773,0.902141,0.146927,0.825472,0.921384,0.843994,0.711699,0.810559,0.816199,0.759124,0.651811,0.655989,0.836310,0.825321,0.760204,0.638691,0.657382,0.831502,0.842434,0.845554,0.653203,0.701950,0.818033,0.649025,0.907875,0.814815,0.807512,0.814458,0.823009,0.858034,0.667131,0.801600,0.806299,0.609568,0.629921,0.835596,0.669916,0.629687,0.191904,0.157421,0.261838,0.836826,0.191904,0.645804,0.191964,0.246518,0.000000,0.644847,0.649025,0.818045,0.674095,0.678273,0.830400,0.839314,0.660167,0.828616,0.837349,0.868778,0.864253,0.840678,0.858382,0.101949,0.835366,0.844094,0.184408,0.805000,0.642061,0.662953,0.808720,0.632075,0.808197,0.822186,0.833579,0.682451,0.811475,0.809609,0.830816,0.805423,0.842795,0.809984,0.819398,0.818444,0.820359,0.820755,0.829755,0.821752,0.804800,0.824885,0.798883,0.812221,0.855051,0.653555,0.669916,0.806763,0.694986,0.843548,0.806548,0.804124,0.802893,0.789223,0.813711
AGL09957__KC339251.1,0.637953,0.704120,0.792261,0.519135,0.844133,0.696629,0.621969,0.654088,0.582090,0.630462,0.834633,0.836193,0.513097,0.825397,0.811802,0.582181,0.799712,0.831513,0.834633,0.839314,0.831513,0.827011,0.834633,0.839314,0.833073,0.836193,0.826891,0.826154,0.818636,0.820208,0.802469,0.611735,0.829305,0.903670,0.619190,0.841195,0.941824,0.831513,0.695381,0.810559,0.811526,0.751825,0.607277,0.577121,0.828869,0.807692,0.778061,0.588905,0.553866,0.818681,0.833073,0.825273,0.621372,0.612813,0.813115,0.526178,0.875186,0.816425,0.790297,0.773494,0.805310,0.842434,0.590452,0.816000,0.803150,0.487654,0.562205,0.832579,0.614691,0.576562,0.620690,0.623688,0.666667,0.821856,0.635682,0.588905,0.613095,0.662921,0.644847,0.000000,0.257760,0.818045,0.661111,0.632522,0.804800,0.826833,0.599251,0.836478,0.831325,0.873303,0.852187,0.830508,0.839595,0.619190,0.829268,0.828346,0.616192,0.803333,0.554307,0.538462,0.822785,0.545597,0.800000,0.809135,0.826215,0.632959,0.793443,0.793594,0.820242,0.816587,0.829694,0.818035,0.816054,0.801153,0.811377,0.830189,0.829755,0.808157,0.809600,0.814132,0.811918,0.813711,0.837482,0.593041,0.572351,0.821256,0.705368,0.835484,0.797619,0.809278,0.815552,0.790808,0.794337
AGL09956__KC339250.1,0.615385,0.668016,0.767821,0.540765,0.847636,0.674764,0.639087,0.647773,0.606513,0.620783,0.840874,0.842434,0.545455,0.829726,0.800638,0.606759,0.789625,0.842434,0.845554,0.850234,0.845554,0.816388,0.840874,0.848674,0.840874,0.842434,0.842017,0.836923,0.826955,0.821694,0.810185,0.573549,0.832326,0.873089,0.634183,0.838050,0.941824,0.839314,0.690958,0.804348,0.813084,0.748175,0.564103,0.566802,0.830357,0.815705,0.775510,0.596017,0.562753,0.835165,0.840874,0.831513,0.608637,0.630919,0.803279,0.573549,0.878158,0.816425,0.810642,0.775904,0.791150,0.850234,0.570850,0.806400,0.807874,0.530864,0.581102,0.829563,0.638327,0.615625,0.625187,0.632684,0.646424,0.821856,0.647676,0.605974,0.630952,0.641026,0.649025,0.257760,0.000000,0.821053,0.659722,0.638327,0.808000,0.845554,0.566802,0.839623,0.831325,0.874811,0.849170,0.837288,0.843931,0.625187,0.832317,0.833071,0.626687,0.803333,0.529015,0.546559,0.808720,0.581761,0.795082,0.800979,0.837997,0.614035,0.793443,0.800712,0.812689,0.805423,0.835517,0.816425,0.826087,0.791066,0.815868,0.823899,0.831288,0.817221,0.811200,0.807988,0.815642,0.801788,0.840410,0.609682,0.588394,0.816425,0.685560,0.843548,0.803571,0.798969,0.817360,0.771791,0.800298
AFV48069__JX627576.1,0.830075,0.818045,0.604888,0.816972,0.826620,0.827068,0.818045,0.822556,0.834586,0.837594,0.815913,0.815913,0.835131,0.836090,0.816587,0.843318,0.837594,0.798752,0.808112,0.817473,0.822153,0.427921,0.811232,0.812793,0.817473,0.808112,0.810084,0.838462,0.815308,0.437594,0.810185,0.818045,0.836858,0.905199,0.827068,0.836478,0.937107,0.809672,0.834586,0.423913,0.442368,0.354015,0.819549,0.825564,0.840602,0.793269,0.525510,0.839098,0.830075,0.793040,0.808112,0.803432,0.836090,0.839098,0.383607,0.828571,0.902256,0.288245,0.442879,0.409639,0.808850,0.804992,0.827068,0.598400,0.625197,0.827160,0.829921,0.837104,0.804511,0.812500,0.824060,0.827068,0.822556,0.827068,0.836090,0.839098,0.824060,0.831579,0.818045,0.818045,0.821053,0.000000,0.821053,0.828571,0.801600,0.817473,0.833083,0.839623,0.829819,0.880845,0.856712,0.801695,0.836090,0.828571,0.833841,0.831496,0.825564,0.796667,0.819549,0.822556,0.842105,0.833333,0.793443,0.807504,0.848120,0.827068,0.801639,0.814947,0.623867,0.811802,0.837594,0.803543,0.816054,0.842105,0.631579,0.827044,0.837423,0.817221,0.808000,0.834101,0.826816,0.833083,0.846617,0.832073,0.818045,0.800322,0.833083,0.812903,0.634586,0.812715,0.824593,0.839937,0.642105
