species,ALA40028,ANO39503,YP_009259490,ANM72090,YP_009256211,YP_009186840,YP_009241376,BAU88511,AGF85783,AAM93275,AAF61213,AAB95451,ADI60256,ADI60252,YP_009229908,AME15910,AME15905,YP_009227290,YP_009215301,ALR74754,Q90185,BAS32608,AKG54800,AIE58040,BAR72999,YP_009130650,YP_009154712,YP_009134732,AIF74198,AJI02597,YP_227600,NP_694834,NP_051020,AIT71975,P27454,AIZ50117,AID57413,AIY27459,AII82250,AIT18928,AIC77176,YP_002887625,AES86015,AEI99170,AEI99166,ADM26648,YP_002916059,ACR15778,ACR15767,ACJ38931,ACF94533,ABK00521,YP_271915,AAU88153,AAG10007,YP_004678720,YP_009010974,AHK26987,AHK26969,AHA86835,YP_008658568,YP_008766862,AGW95844,AGW23423,AGS15085,AGS15077,AGS15053,AGS15039,AGK45548,AGL09957,AGL09956,YP_007003823,AFV48069,AFK85003,YP_164339,NP_874381,NP_694838,NP_694843,YP_006589928,AFH96872,AFK91980,AFD01617,AFC75858,ABV71710,AAA66612,AEX38011,AEX30511,AEQ76796,AEP95278,AEO37421,AEO37417,AEM37643,AEM37606,AEM37593,ACT09660,ADP36995,AAL91012,AAD13755,ADN44566,ADD17085,ADF32027,ADK34009,AAR26464,AAR07954,AAC40229,AAA83224,AAA74973,AAC03775,ADB20207,ADD22705,ACD37375,ABY67706,ABY67682,AAO32086,AAN03856,AAN03854,AAL09673,AAL09671,AAD27758,AAA67108,AAY45700,AAN41665,AAL55416,AAT46336,AAF61212,AAC58044,AAA83229,AAA69566,AAA66866,ACI01073,ACH81927,ACL31580,ABI16638,ABC69727,ABB76814,CAA66227,CAA25689,AIQ82699,ACV52075,U34255,M81888,U34256,AAC40694
AAF61213,0.853354,0.790030,0.824405,0.767055,0.906250,0.836957,0.831776,0.806548,0.822917,0.840774,0.000000,0.741987,0.830357,0.834821,0.821429,0.854914,0.862715,0.818452,0.824405,0.819672,0.901786,0.833333,0.822917,0.797468,0.829308,0.834116,0.761062,0.894646,0.840630,0.900298,0.899306,0.903274,0.892193,0.907738,0.903274,0.762887,0.854914,0.842579,0.825893,0.822400,0.826772,0.883212,0.851852,0.836310,0.845669,0.787330,0.812500,0.835938,0.829688,0.831250,0.781297,0.775264,0.896373,0.776772,0.898810,0.898356,0.838081,0.827586,0.816964,0.767964,0.856566,0.894928,0.822504,0.897898,0.830585,0.842262,0.830357,0.836310,0.840774,0.828869,0.830357,0.897112,0.840602,0.831845,0.904762,0.896226,0.904762,0.887324,0.901786,0.830357,0.882569,0.786145,0.898687,0.808446,0.855932,0.794643,0.836582,0.786585,0.853543,0.835082,0.832084,0.740000,0.827381,0.818452,0.766369,0.844340,0.603577,0.749180,0.792453,0.752039,0.794643,0.815476,0.744262,0.752669,0.815710,0.770335,0.339286,0.750403,0.784281,0.815476,0.838323,0.786164,0.788344,0.759819,0.742400,0.741573,0.734255,0.813780,0.744783,0.837798,0.835681,0.904762,0.612519,0.741158,0.375000,0.746388,0.781499,0.833333,0.606557,0.907738,0.842663,0.828869,0.740741,0.821429,0.778309,0.869355,0.836310,0.904425,0.902402,0.834821,0.833832,0.834821,0.834575
AAB95451,0.831731,0.745192,0.809295,0.762063,0.897436,0.798077,0.810897,0.799679,0.812500,0.790064,0.741987,0.000000,0.826923,0.823718,0.809295,0.836538,0.838141,0.812500,0.807692,0.798361,0.881410,0.807692,0.801282,0.777577,0.790660,0.807692,0.688496,0.892919,0.837128,0.878205,0.899306,0.891026,0.890335,0.903846,0.886218,0.709622,0.833333,0.822115,0.804487,0.815705,0.793269,0.906934,0.802885,0.822115,0.828526,0.758013,0.818910,0.826923,0.822115,0.826923,0.754808,0.758013,0.899827,0.761218,0.892628,0.887821,0.804487,0.825321,0.812500,0.756410,0.890909,0.902174,0.828526,0.900641,0.825321,0.814103,0.822115,0.825321,0.804487,0.807692,0.815705,0.900722,0.793269,0.812500,0.900641,0.907547,0.902244,0.889085,0.900641,0.799679,0.888073,0.775641,0.876173,0.785256,0.833898,0.751603,0.807692,0.766026,0.857372,0.822115,0.820513,0.451667,0.791667,0.810897,0.748397,0.826923,0.793269,0.437705,0.766026,0.487765,0.770833,0.806090,0.454098,0.672598,0.801282,0.578526,0.759615,0.117552,0.750836,0.823718,0.790064,0.761218,0.761218,0.487179,0.139423,0.109149,0.758013,0.757914,0.120385,0.791667,0.823718,0.908654,0.799679,0.106109,0.759615,0.075441,0.576923,0.790064,0.785256,0.891026,0.823718,0.801282,0.114332,0.802885,0.586538,0.848387,0.788462,0.890265,0.900641,0.788462,0.790064,0.791667,0.788462
ADI60256,0.840874,0.844411,0.691323,0.821963,0.901325,0.826087,0.827103,0.566145,0.583215,0.828869,0.830357,0.826923,0.000000,0.066856,0.561878,0.837754,0.842434,0.577525,0.648649,0.831148,0.897582,0.838039,0.556188,0.819168,0.822866,0.812207,0.800000,0.861831,0.844133,0.901849,0.887153,0.908962,0.881041,0.910384,0.906117,0.804124,0.848674,0.611694,0.580370,0.817600,0.817323,0.883212,0.526235,0.058321,0.551181,0.835596,0.631579,0.604688,0.610938,0.604688,0.832579,0.832579,0.905009,0.829563,0.901849,0.902840,0.622189,0.604198,0.628734,0.821856,0.880808,0.902174,0.786054,0.903904,0.629685,0.619048,0.633001,0.635846,0.827485,0.580370,0.591750,0.880866,0.830075,0.637269,0.899004,0.877358,0.899004,0.876761,0.899004,0.563300,0.871560,0.834337,0.870544,0.856712,0.833898,0.833815,0.617691,0.829268,0.845669,0.620690,0.616192,0.805000,0.550498,0.578947,0.815078,0.556604,0.798808,0.816393,0.838050,0.805873,0.837997,0.644381,0.816393,0.800712,0.823263,0.811802,0.825328,0.822866,0.817726,0.796830,0.826347,0.823899,0.822086,0.827795,0.825600,0.817014,0.826421,0.800745,0.813804,0.827881,0.608764,0.891117,0.798808,0.826367,0.833089,0.805778,0.814992,0.830725,0.798808,0.893314,0.623298,0.580370,0.824477,0.712660,0.814992,0.848387,0.828869,0.869027,0.879880,0.824405,0.823353,0.822917,0.822653
ADI60252,0.842434,0.841390,0.726885,0.826955,0.901325,0.829193,0.833333,0.563300,0.596017,0.830357,0.834821,0.823718,0.066856,0.000000,0.573257,0.836193,0.839314,0.586060,0.651494,0.827869,0.900427,0.833581,0.560455,0.815552,0.829308,0.815336,0.805310,0.867012,0.840630,0.903272,0.883681,0.908962,0.877323,0.901849,0.907539,0.802405,0.843994,0.611694,0.583215,0.816000,0.823622,0.885036,0.530864,0.068279,0.562205,0.819005,0.635846,0.612500,0.617188,0.609375,0.822021,0.822021,0.905009,0.823529,0.904694,0.901345,0.617691,0.601199,0.630156,0.815868,0.880808,0.898551,0.784469,0.906907,0.626687,0.622024,0.630156,0.638691,0.833333,0.588905,0.596017,0.888087,0.839098,0.630156,0.906117,0.896226,0.904694,0.876761,0.900427,0.571835,0.869725,0.826807,0.872420,0.846154,0.837288,0.838150,0.620690,0.827744,0.839370,0.616192,0.616192,0.803333,0.549075,0.578947,0.819346,0.567610,0.798808,0.818033,0.834906,0.800979,0.829161,0.651494,0.811475,0.811388,0.827795,0.813397,0.822416,0.824477,0.814381,0.795389,0.836826,0.830189,0.825153,0.823263,0.820800,0.817014,0.827957,0.802607,0.817014,0.826458,0.616588,0.893983,0.798808,0.824759,0.824305,0.810594,0.810207,0.833570,0.813711,0.891892,0.626324,0.581792,0.822866,0.715505,0.813397,0.845161,0.830357,0.867257,0.896396,0.825893,0.826347,0.825893,0.825633
YP_009229908,0.828393,0.821752,0.676806,0.820300,0.905744,0.816770,0.800623,0.581749,0.377892,0.803571,0.821429,0.809295,0.561878,0.573257,0.000000,0.823713,0.823713,0.598945,0.643454,0.793443,0.896071,0.826152,0.534031,0.828210,0.818035,0.804382,0.785841,0.892919,0.823117,0.889734,0.895833,0.903183,0.884758,0.898667,0.904943,0.800687,0.836193,0.641679,0.584284,0.790400,0.798425,0.881387,0.498457,0.568990,0.552756,0.829563,0.643041,0.593750,0.584375,0.589063,0.829563,0.826546,0.901554,0.825038,0.901042,0.904335,0.632684,0.638681,0.684411,0.808383,0.872727,0.903986,0.771791,0.890390,0.641679,0.641369,0.669202,0.657382,0.820175,0.553866,0.562753,0.884477,0.830075,0.629167,0.913548,0.867925,0.908367,0.871479,0.898684,0.579214,0.875229,0.835843,0.876173,0.841629,0.822034,0.841040,0.626687,0.829268,0.822047,0.634183,0.625187,0.785000,0.565272,0.550063,0.811533,0.540881,0.788376,0.804918,0.828616,0.797716,0.833579,0.651458,0.798361,0.791815,0.799094,0.808612,0.828239,0.809984,0.807692,0.805476,0.803892,0.827044,0.829755,0.815710,0.804800,0.810594,0.812596,0.813780,0.804173,0.808599,0.610329,0.883954,0.798808,0.810289,0.828697,0.804173,0.807018,0.807212,0.794337,0.905634,0.614221,0.536176,0.811594,0.681876,0.807018,0.830645,0.802083,0.870796,0.896396,0.800595,0.806886,0.802083,0.795827
AME15910,0.157566,0.864275,0.837754,0.848586,0.879875,0.822153,0.797192,0.836193,0.833073,0.826833,0.854914,0.836538,0.837754,0.836193,0.823713,0.000000,0.152886,0.837754,0.864275,0.813115,0.881435,0.819033,0.842434,0.851718,0.827697,0.824726,0.833628,0.889465,0.567426,0.879875,0.892361,0.900156,0.901487,0.900156,0.879875,0.831615,0.269891,0.839314,0.833073,0.824000,0.826772,0.883212,0.837754,0.839314,0.845669,0.864275,0.840874,0.835938,0.829688,0.831250,0.861154,0.859594,0.903282,0.856474,0.897036,0.907956,0.854914,0.847114,0.847114,0.865835,0.882828,0.893116,0.841521,0.898596,0.845554,0.845554,0.845554,0.842434,0.848674,0.822153,0.837754,0.888087,0.811232,0.834633,0.906396,0.883019,0.895476,0.882042,0.903276,0.840874,0.886239,0.865835,0.889306,0.875195,0.106780,0.853354,0.837754,0.854914,0.346457,0.840874,0.839314,0.840000,0.828393,0.831513,0.853354,0.845912,0.854914,0.845902,0.849057,0.838499,0.850234,0.845554,0.839344,0.834520,0.820593,0.846890,0.853354,0.850242,0.847826,0.850234,0.836193,0.852201,0.853354,0.848674,0.835200,0.853933,0.858034,0.843575,0.849117,0.828393,0.840376,0.904836,0.851794,0.836013,0.873635,0.849117,0.846890,0.829953,0.854914,0.909516,0.837754,0.839314,0.845411,0.847114,0.848485,0.153226,0.825273,0.884956,0.897036,0.837754,0.834633,0.831513,0.831513
AME15905,0.149766,0.867395,0.823713,0.843594,0.893916,0.811232,0.790952,0.828393,0.837754,0.811232,0.862715,0.838141,0.842434,0.839314,0.823713,0.152886,0.000000,0.837754,0.858034,0.811475,0.878315,0.806552,0.840874,0.855335,0.827697,0.816901,0.830088,0.889465,0.549912,0.881435,0.897569,0.881435,0.884758,0.903276,0.868955,0.828179,0.274571,0.837754,0.839314,0.809600,0.807874,0.879562,0.837754,0.843994,0.833071,0.850234,0.833073,0.832812,0.831250,0.832812,0.850234,0.851794,0.898100,0.848674,0.893916,0.906396,0.851794,0.842434,0.843994,0.858034,0.888889,0.898551,0.836767,0.897036,0.843994,0.848674,0.839314,0.842434,0.829953,0.833073,0.840874,0.884477,0.808112,0.834633,0.912637,0.875472,0.898596,0.890845,0.903276,0.843994,0.880734,0.865835,0.883677,0.876755,0.140678,0.859594,0.840874,0.848674,0.351181,0.834633,0.837754,0.843333,0.831513,0.843994,0.858034,0.833333,0.851794,0.837705,0.855346,0.841762,0.853354,0.842434,0.840984,0.829181,0.801872,0.848485,0.853354,0.848631,0.847826,0.850234,0.823713,0.863208,0.856474,0.865835,0.844800,0.852327,0.861154,0.843575,0.842697,0.812793,0.837246,0.906396,0.847114,0.844051,0.865835,0.845907,0.848485,0.811232,0.850234,0.901716,0.836193,0.842434,0.843800,0.836193,0.846890,0.185484,0.808112,0.890265,0.898596,0.825273,0.812793,0.822153,0.826833
YP_009227290,0.842434,0.820242,0.708443,0.810316,0.904271,0.812112,0.816199,0.649077,0.625330,0.815476,0.818452,0.812500,0.577525,0.586060,0.598945,0.837754,0.837754,0.000000,0.637883,0.808197,0.893140,0.826152,0.633245,0.833635,0.816425,0.818466,0.823009,0.882556,0.842382,0.905013,0.880208,0.913793,0.901487,0.906667,0.905013,0.807560,0.845554,0.620690,0.638522,0.808000,0.815748,0.872263,0.591049,0.584637,0.503937,0.822021,0.646438,0.603125,0.607812,0.614062,0.826546,0.823529,0.884283,0.825038,0.899736,0.902840,0.638681,0.632684,0.659631,0.818862,0.880808,0.900362,0.811410,0.899399,0.653673,0.632440,0.672823,0.653203,0.820175,0.621372,0.608637,0.886282,0.836090,0.651389,0.908971,0.877358,0.901726,0.873239,0.897098,0.647757,0.886239,0.817771,0.878049,0.850679,0.822034,0.829480,0.622189,0.826220,0.847244,0.632684,0.628186,0.793333,0.641161,0.639842,0.828411,0.482704,0.807750,0.809836,0.825472,0.799347,0.815906,0.641161,0.808197,0.811388,0.830816,0.810207,0.835517,0.816425,0.816054,0.819885,0.814371,0.816038,0.823620,0.803625,0.811200,0.802568,0.812596,0.800745,0.810594,0.826630,0.596244,0.908309,0.809240,0.813505,0.844802,0.804173,0.807018,0.828017,0.810730,0.897183,0.617247,0.643799,0.814815,0.736148,0.807018,0.833871,0.812500,0.881416,0.903904,0.818452,0.817365,0.815476,0.816692
YP_009215301,0.868955,0.812689,0.683844,0.818636,0.902798,0.836957,0.834891,0.647632,0.635097,0.830357,0.824405,0.807692,0.648649,0.651494,0.643454,0.864275,0.858034,0.637883,0.000000,0.826230,0.895543,0.839525,0.629526,0.804702,0.832528,0.824726,0.807080,0.887737,0.858144,0.895543,0.899306,0.905292,0.901487,0.905292,0.888579,0.798969,0.862715,0.677661,0.644847,0.820800,0.825197,0.903285,0.614198,0.647226,0.622047,0.819005,0.662953,0.659375,0.662500,0.656250,0.825038,0.822021,0.905009,0.823529,0.905292,0.905830,0.683658,0.697151,0.675487,0.817365,0.903030,0.891304,0.808241,0.903904,0.691154,0.677083,0.688022,0.701950,0.839181,0.612813,0.630919,0.898917,0.839098,0.682451,0.901114,0.900000,0.905292,0.899648,0.909471,0.646240,0.893578,0.826807,0.881801,0.843137,0.869492,0.842486,0.676162,0.826220,0.864567,0.674663,0.670165,0.801667,0.612813,0.628134,0.808720,0.632075,0.813711,0.803279,0.841195,0.799347,0.826215,0.664345,0.806557,0.800712,0.824773,0.803828,0.822416,0.818035,0.831104,0.811239,0.826347,0.827044,0.828221,0.817221,0.820800,0.815409,0.811060,0.817505,0.812199,0.834262,0.643192,0.899713,0.812221,0.807074,0.824305,0.813804,0.800638,0.835655,0.809240,0.908451,0.650530,0.654596,0.806763,0.678273,0.805423,0.875806,0.833333,0.899115,0.899399,0.825893,0.830838,0.825893,0.828614
ALR74754,0.806557,0.822951,0.818033,0.816972,0.908197,0.413115,0.449180,0.808197,0.806557,0.609836,0.819672,0.798361,0.831148,0.827869,0.793443,0.813115,0.811475,0.808197,0.826230,0.000000,0.875410,0.418033,0.811475,0.815552,0.396721,0.391803,0.805310,0.898100,0.798599,0.880328,0.892361,0.890164,0.903346,0.891803,0.873770,0.816151,0.804918,0.811475,0.826230,0.588525,0.611475,0.899635,0.822951,0.824590,0.811475,0.821311,0.804918,0.801639,0.809836,0.808197,0.818033,0.818033,0.898100,0.821311,0.895082,0.896721,0.811475,0.809836,0.806557,0.804918,0.864646,0.900362,0.832787,0.895082,0.818033,0.816393,0.816393,0.818033,0.596721,0.813115,0.803279,0.886282,0.383607,0.811475,0.908197,0.892453,0.891803,0.899648,0.895082,0.811475,0.888073,0.827869,0.883677,0.840984,0.803390,0.818033,0.811475,0.822951,0.803279,0.804918,0.809836,0.793333,0.811475,0.795082,0.819672,0.816393,0.822951,0.796721,0.840984,0.800000,0.839344,0.822951,0.813115,0.806050,0.593443,0.796721,0.818033,0.798361,0.822742,0.824590,0.614754,0.822951,0.827869,0.800000,0.798361,0.798361,0.819672,0.832402,0.800000,0.593443,0.824590,0.898361,0.824590,0.800000,0.822951,0.795082,0.800000,0.603279,0.809836,0.900000,0.826230,0.821311,0.798361,0.822951,0.796721,0.809836,0.613115,0.902655,0.896721,0.596721,0.606557,0.595082,0.609836
Q90185,0.892356,0.910876,0.901863,0.876872,0.879234,0.871118,0.867601,0.910916,0.908740,0.885417,0.901786,0.881410,0.897582,0.900427,0.896071,0.881435,0.878315,0.893140,0.895543,0.875410,0.000000,0.875186,0.900524,0.875226,0.888889,0.871674,0.879646,0.894646,0.898424,0.236410,0.888889,0.891247,0.892193,0.878667,0.238509,0.874570,0.882995,0.884558,0.909548,0.884800,0.875591,0.857664,0.890432,0.900427,0.886614,0.897436,0.903351,0.887500,0.890625,0.887500,0.907994,0.904977,0.889465,0.904977,0.820312,0.895366,0.890555,0.887556,0.894410,0.911677,0.886869,0.891304,0.893819,0.812312,0.881559,0.886905,0.895392,0.892758,0.900585,0.905119,0.896086,0.882671,0.884211,0.883333,0.882581,0.883019,0.892430,0.897887,0.890789,0.900498,0.888073,0.893072,0.896811,0.923077,0.867797,0.910405,0.884558,0.902439,0.894488,0.886057,0.886057,0.876667,0.902743,0.901639,0.909986,0.891509,0.910581,0.901639,0.883648,0.897227,0.901325,0.907960,0.898361,0.870107,0.880665,0.878788,0.896652,0.882448,0.872910,0.900576,0.887725,0.889937,0.897239,0.888218,0.889600,0.882825,0.897081,0.873371,0.881220,0.890430,0.893584,0.888252,0.909091,0.882637,0.901903,0.887640,0.875598,0.890430,0.913562,0.874648,0.889561,0.900517,0.887279,0.899379,0.880383,0.879032,0.883929,0.895575,0.806306,0.882440,0.880240,0.882440,0.886736
BAS32608,0.812793,0.821752,0.838039,0.820300,0.906389,0.492236,0.476636,0.823180,0.821694,0.647321,0.833333,0.807692,0.838039,0.833581,0.826152,0.819033,0.806552,0.826152,0.839525,0.418033,0.875186,0.000000,0.824666,0.819168,0.463768,0.474178,0.810619,0.905009,0.819615,0.869242,0.885417,0.903418,0.901487,0.906389,0.870728,0.817869,0.820593,0.824588,0.839525,0.588800,0.622047,0.903285,0.828704,0.833581,0.836220,0.835596,0.803863,0.814063,0.820312,0.815625,0.838612,0.835596,0.901554,0.835596,0.904903,0.887892,0.820090,0.818591,0.829123,0.821856,0.866667,0.880435,0.820919,0.902402,0.830585,0.830357,0.827637,0.827637,0.622585,0.820208,0.821694,0.889892,0.437594,0.826152,0.906389,0.892453,0.900446,0.894366,0.903418,0.829123,0.884404,0.837349,0.893058,0.850679,0.813559,0.830609,0.823088,0.820122,0.804724,0.821589,0.821589,0.798333,0.835067,0.833581,0.839525,0.834906,0.830104,0.804918,0.839623,0.802610,0.830609,0.836553,0.801639,0.813167,0.619335,0.800638,0.838039,0.790660,0.826087,0.829123,0.625749,0.828616,0.829755,0.812689,0.795200,0.794543,0.826421,0.830540,0.800963,0.641902,0.830986,0.909361,0.831595,0.786174,0.842496,0.796148,0.789474,0.643388,0.831595,0.904903,0.841150,0.833581,0.795491,0.832095,0.797448,0.819355,0.648810,0.895575,0.893393,0.639881,0.639222,0.639881,0.637854
AKG54800,0.839314,0.821752,0.698953,0.818636,0.904271,0.829193,0.820872,0.507853,0.554974,0.818452,0.822917,0.801282,0.556188,0.560455,0.534031,0.842434,0.840874,0.633245,0.629526,0.811475,0.900524,0.824666,0.000000,0.824593,0.819646,0.818466,0.812389,0.903282,0.831874,0.901832,0.881944,0.911141,0.894052,0.904000,0.908377,0.807560,0.856474,0.631184,0.523560,0.814400,0.823622,0.874088,0.026235,0.553343,0.581102,0.832579,0.632199,0.584375,0.571875,0.578125,0.834087,0.835596,0.898100,0.831071,0.905759,0.908819,0.629685,0.625187,0.667539,0.809880,0.878788,0.902174,0.795563,0.906907,0.646177,0.632440,0.671466,0.649025,0.820175,0.526178,0.573549,0.875451,0.828571,0.655556,0.914921,0.877358,0.907039,0.883803,0.903947,0.524869,0.875229,0.831325,0.881801,0.853695,0.837288,0.848266,0.616192,0.839939,0.836220,0.632684,0.625187,0.791667,0.363874,0.390052,0.810127,0.577044,0.798808,0.804918,0.847484,0.799347,0.833579,0.626963,0.806557,0.795374,0.820242,0.807018,0.815138,0.808374,0.816054,0.808357,0.818862,0.833333,0.834356,0.815710,0.800000,0.804173,0.817204,0.815642,0.804173,0.821082,0.582160,0.891117,0.792846,0.803859,0.836018,0.796148,0.810207,0.818308,0.794337,0.890141,0.586989,0.463351,0.808374,0.681937,0.805423,0.843548,0.819940,0.897345,0.902402,0.806548,0.811377,0.806548,0.821162
AIE58040,0.851718,0.772152,0.815552,0.759494,0.904159,0.820976,0.824593,0.820976,0.824593,0.822785,0.797468,0.777577,0.819168,0.815552,0.828210,0.851718,0.855335,0.833635,0.804702,0.815552,0.875226,0.819168,0.824593,0.000000,0.817360,0.811935,0.802893,0.886076,0.857143,0.880651,0.886076,0.898734,0.879182,0.896926,0.871609,0.788427,0.848101,0.797468,0.824593,0.817360,0.822785,0.894161,0.828210,0.824593,0.819168,0.804702,0.820976,0.828210,0.819168,0.820976,0.788427,0.806510,0.909584,0.808318,0.889693,0.893309,0.801085,0.797468,0.790235,0.777577,0.884848,0.900362,0.790235,0.884268,0.817360,0.797468,0.808318,0.802893,0.824593,0.815552,0.817360,0.911392,0.824593,0.824593,0.886076,0.896226,0.904159,0.880651,0.887884,0.820976,0.911927,0.806510,0.881801,0.828210,0.857143,0.817360,0.797468,0.784810,0.857143,0.797468,0.801085,0.763110,0.819168,0.815552,0.783002,0.830018,0.773960,0.773960,0.781193,0.784810,0.826401,0.822785,0.779385,0.801085,0.819168,0.793852,0.792043,0.781193,0.759494,0.799277,0.817360,0.797468,0.799277,0.781193,0.779385,0.777577,0.802893,0.756052,0.779385,0.820976,0.833635,0.891501,0.773960,0.779385,0.801085,0.777577,0.793852,0.822785,0.777577,0.884268,0.822785,0.824593,0.773960,0.815552,0.790235,0.857143,0.824593,0.887884,0.887884,0.822785,0.824593,0.820976,0.826401
BAR72999,0.827697,0.818035,0.837359,0.816972,0.909823,0.434783,0.449275,0.824477,0.805153,0.621578,0.829308,0.790660,0.822866,0.829308,0.818035,0.827697,0.827697,0.816425,0.832528,0.396721,0.888889,0.463768,0.819646,0.817360,0.000000,0.444444,0.805310,0.889465,0.819615,0.892110,0.902778,0.893720,0.890335,0.898551,0.872786,0.821306,0.806763,0.821256,0.819646,0.626409,0.619968,0.895985,0.816425,0.822866,0.827697,0.832528,0.806763,0.806763,0.809984,0.813205,0.832528,0.829308,0.894646,0.832528,0.900161,0.903382,0.829308,0.819646,0.818035,0.813205,0.864646,0.898551,0.834138,0.908213,0.819646,0.821256,0.819646,0.814815,0.619968,0.816425,0.816425,0.911552,0.288245,0.813205,0.900161,0.881132,0.900161,0.899648,0.898551,0.821256,0.895413,0.840580,0.891182,0.851852,0.830508,0.824477,0.816425,0.819646,0.824477,0.816425,0.821256,0.803333,0.824477,0.821256,0.824477,0.830918,0.818035,0.806557,0.835749,0.800979,0.845411,0.818035,0.809836,0.798932,0.607085,0.803543,0.818035,0.790660,0.821070,0.835749,0.613527,0.819646,0.829308,0.809984,0.806763,0.797101,0.845411,0.824953,0.792271,0.618357,0.822866,0.900161,0.822866,0.797101,0.821256,0.793881,0.801932,0.616747,0.814815,0.908213,0.826087,0.824477,0.792271,0.837359,0.803543,0.835484,0.624799,0.899115,0.896940,0.615137,0.626409,0.618357,0.613527
YP_009130650,0.813772,0.837246,0.827856,0.811980,0.909233,0.236307,0.472613,0.823161,0.818466,0.627543,0.834116,0.807692,0.812207,0.815336,0.804382,0.824726,0.816901,0.818466,0.824726,0.391803,0.871674,0.474178,0.818466,0.811935,0.444444,0.000000,0.807080,0.894646,0.807356,0.873239,0.897569,0.899844,0.901487,0.893584,0.870110,0.817869,0.821596,0.807512,0.832551,0.595200,0.628346,0.881387,0.813772,0.813772,0.811024,0.827856,0.809077,0.804382,0.813772,0.805947,0.830986,0.826291,0.889465,0.830986,0.890454,0.902973,0.815336,0.810642,0.804382,0.826291,0.860606,0.894928,0.833597,0.888889,0.810642,0.816901,0.809077,0.807512,0.615023,0.790297,0.810642,0.900722,0.442879,0.805947,0.899844,0.883019,0.890454,0.887324,0.901408,0.829421,0.902752,0.832551,0.874296,0.852895,0.805085,0.845070,0.807512,0.834116,0.806299,0.812207,0.809077,0.806667,0.807512,0.805947,0.840376,0.822327,0.827856,0.809836,0.845912,0.812398,0.846635,0.826291,0.811475,0.800712,0.613459,0.807018,0.830986,0.808374,0.814381,0.851330,0.619718,0.839623,0.840376,0.816901,0.812800,0.812199,0.830986,0.824953,0.812199,0.621283,0.824726,0.906103,0.843505,0.808682,0.838811,0.804173,0.808612,0.624413,0.837246,0.907668,0.823161,0.816901,0.808374,0.838811,0.811802,0.814516,0.629108,0.892035,0.890454,0.630673,0.624413,0.622848,0.633803
YP_009154712,0.819469,0.759292,0.801770,0.776991,0.883186,0.803540,0.803540,0.800000,0.794690,0.800000,0.761062,0.688496,0.800000,0.805310,0.785841,0.833628,0.830088,0.823009,0.807080,0.805310,0.879646,0.810619,0.812389,0.802893,0.805310,0.807080,0.000000,0.895575,0.833628,0.870796,0.909735,0.902655,0.888476,0.900885,0.863717,0.746903,0.833628,0.823009,0.817699,0.787611,0.801770,0.901460,0.814159,0.803540,0.800000,0.755752,0.792920,0.789381,0.794690,0.792920,0.753982,0.755752,0.904425,0.761062,0.886726,0.888496,0.812389,0.833628,0.814159,0.792920,0.880808,0.900362,0.801770,0.886726,0.824779,0.812389,0.819469,0.823009,0.800000,0.805310,0.791150,0.895307,0.808850,0.789381,0.899115,0.894340,0.897345,0.892035,0.895575,0.803540,0.893578,0.761062,0.883677,0.784071,0.840708,0.752212,0.821239,0.761062,0.837168,0.810619,0.815929,0.700885,0.803540,0.808850,0.768142,0.810619,0.778761,0.692035,0.773451,0.695575,0.769912,0.789381,0.693805,0.450178,0.789381,0.700885,0.757522,0.688496,0.784071,0.824779,0.792920,0.761062,0.759292,0.695575,0.700885,0.695575,0.794690,0.808194,0.697345,0.803540,0.792920,0.890265,0.782301,0.693805,0.782301,0.686726,0.700885,0.794690,0.787611,0.881416,0.789381,0.805310,0.695575,0.810619,0.700885,0.840708,0.801770,0.895575,0.890265,0.800000,0.794690,0.794690,0.803540
YP_009134732,0.887737,0.896373,0.896373,0.884283,0.744387,0.891192,0.877375,0.884283,0.898100,0.908463,0.894646,0.892919,0.861831,0.867012,0.892919,0.889465,0.889465,0.882556,0.887737,0.898100,0.894646,0.905009,0.903282,0.886076,0.889465,0.894646,0.895575,0.000000,0.882662,0.880829,0.795139,0.801382,0.717472,0.796200,0.889465,0.906736,0.886010,0.875648,0.872193,0.887737,0.911917,0.737226,0.879102,0.872193,0.889465,0.899827,0.873921,0.873921,0.879102,0.879102,0.891192,0.898100,0.889465,0.896373,0.867012,0.773748,0.879102,0.877375,0.879102,0.899827,0.800000,0.809783,0.879102,0.872193,0.880829,0.879102,0.886010,0.877375,0.905009,0.873921,0.908463,0.725632,0.894646,0.872193,0.773748,0.718868,0.797927,0.781690,0.803109,0.880829,0.719266,0.896373,0.716698,0.913644,0.887737,0.906736,0.884283,0.899827,0.889465,0.875648,0.877375,0.887737,0.898100,0.898100,0.908463,0.891192,0.886010,0.877375,0.892919,0.894646,0.899827,0.886010,0.889465,0.893238,0.899827,0.889465,0.894646,0.891192,0.896373,0.892919,0.905009,0.894646,0.899827,0.873921,0.882556,0.889465,0.901554,0.899441,0.891192,0.901554,0.886010,0.739206,0.887737,0.887737,0.905009,0.877375,0.889465,0.901554,0.882556,0.721934,0.880829,0.870466,0.891192,0.879102,0.886010,0.887737,0.908463,0.322124,0.899827,0.903282,0.901554,0.903282,0.896373
