species,AVR53768__MG745682.1,AVR53760__MG745678.1,AVR53758__MG745677.1,AVR53746__MG745672.1,AVR53744__MG745671.1,AVR53742__MG745670.1,YP_009272913__KU950356,YP_009215301__KP729195,AII82250__KM017744.1,AGL09957__KC339251.1,AGL09956__KC339250.1,AWV66970__MG693108.1,AWO81976__MG345036.1,AWO81967__MG345028.1,AWF28742__MF198246.1,AWB14639__MF416384.1,AWB14637__MF416383.1,AWB14590__MF175080.1,YP_009315890__KU321655,AAY45700__DQ000496.1,AUW64490__MG136722.1,AUQ23249__KY564173.1,AUO28605__KY511292.1,AUF34951__MG383448.1,AUF34940__MG383445.1,AUD40075__MF464269.1,AUD40071__MF464268.1,YP_009315908__KT878839,YP_009315886__KT878837,ATX68205__MF444157.1,ATX68201__MF362633.1,ATV81502__MF682927.1,ATV81500__MF682926.1,ATV81497__MF682925.1,ATV81491__MF682923.1,ATV81488__MF682922.1,ATJ03467__MF285607.1,ATI09457__MF593479.1,APC23176__KT961665.1,ATD50845__MF085373.1,ASM93495__KY214448.1,YP_009389289__KY640438,AIF74245__KJ641683.1,AIF74237__KJ641680.1,AIF74198__KJ641663.1,ASC49417__KY640455.1,ASC49334__KY640430.1,ASC49322__KY640427.1,AOX47681__KU321654.1,YP_009361877__KX981923,APC23164__KT961659.1,AQX45759__KX343069.1,AQR59123__KX133426.1,AQS80393__KX981980.1,AQS80381__KX981976.1,AQS80297__KX981922.1,AQS80292__KX981921.1,AQN78781__KX685945.1,ALT55210__KU295527.1,ALT55209__KU295526.1,ALT55206__KU295523.1,ALT55196__KU295513.1,BAS32608__AB982223.1,AOL02446__KX583629.1,ANY57893__KX272741.1,AEF33726__JF512473.1,ADN44566__GQ869543.1,ADN44563__GQ869542.1,ALA40028__KT329428.1,YP_009259490__KU172421,YP_009186840__KT716186,YP_009241376__LC085675,BAU69595__LC085666.1,AGF85783__KC580640.1,AAF61213__AF221123.1,AAB95451__AF028705.1,AKI82155__KR261072.1,ADI60252__HM053693.2,YP_009229908__KT592508,AME15917__KT878967.1,AME15905__KT878961.1,AME15895__KT878959.1,YP_009227290__KT454512,ALR74754__KT965075.1,AKG54800__KP281720.1,AIW53333__KM254174.1,BAR72999__LC011425.1,YP_009130650__AB937988,BAR42282__LC011438.1,YP_009154712__KP733794,AID57413__KJ396347.1,AIT18928__KJ495710.1,AIC77176__KJ631100.1,AES86015__JN648103.1,AEI99166__HQ291308.1,ADM26648__HQ113143.1,YP_002916059__FJ973561,ACR15767__FJ973558.1,YP_009010974__KF360033,AHK26987__KF025386.1,AHK26969__KF025380.1,AHA86835__KF373759.1,AGZ93685__KF792837.1,AGS15085__KF206166.1,AGS15077__KF206164.1,AGS15053__KF206158.1,AGS15039__KF206154.1,AFV48069__JX627576.1,AFK85003__JQ814850.1,YP_005097851__JQ037754,ADB55714__GU269892.1,AFH96872__JQ692585.1,AFD01617__JN798211.1,AFD01602__JN798204.1,ABV71710__EU175872.1,AAA66612__M20036.1,AEX38011__JQ037753.1,AEX30511__JN831651.1,AEQ76796__JF504699.1,AEP95278__JN202450.1,AEO37417__JF429834.1,AEM37643__JN420372.1,AEM37606__JN420365.1,AEM37593__JN420361.1,ACT09660__GQ200736.1,ADP36995__HQ223038.1,AAD13755__AF085716.1,ADD17085__GU226971.1,ADF32027__GU938300.1,ADK34009__HM145750.1,AAR26464__AY388617.1,AAR07954__AY349010.1,AAC40229__U44978.1,AAA83224__U22967.1,AAA74973__U26342.1,AAC03775__AF043303.1,ADB20207__GQ387499.1,ADD22705__GU214704.1,ACD37375__EU659111.1,ABY67706__EU200677.1,ABY67682__EU200669.1,AAO32086__AY186198.1,AAN03856__AF513852.1,AAL09673__AF406967.1,AAL09671__AF406966.1,AAL55416__AY064475.1,AAF61212__AF221122.1,ACH81927__EU918736.1,ACL31580__FJ214110.1,ABI16638__DQ813647.1,ABC69727__DQ335247.1,CAA66227__X97629.1,CAA25689__X01457.1,AIZ50117__KP120516.1,AIE58040__KM035804.1,AGW95844__KC876004.1,AAC40694__AF036710.1
AGL09956__KC339250.1,0.613603,0.803571,0.825662,0.774510,0.849684,0.821212,0.573549,0.630919,0.570850,0.257760,0.000000,0.615385,0.832326,0.829787,0.815047,0.812389,0.809441,0.591093,0.606513,0.604069,0.816189,0.847059,0.799043,0.694056,0.705803,0.549258,0.545455,0.842017,0.836923,0.841026,0.847863,0.825688,0.822823,0.616734,0.606461,0.567308,0.845554,0.525510,0.545455,0.587692,0.615385,0.668016,0.767821,0.540765,0.847636,0.674764,0.639087,0.647773,0.620783,0.842434,0.829726,0.606759,0.789625,0.842434,0.845554,0.850234,0.845554,0.816388,0.840874,0.840874,0.840874,0.843994,0.821694,0.810185,0.873089,0.634183,0.838050,0.941824,0.839314,0.690958,0.804348,0.813084,0.748175,0.566802,0.830357,0.815705,0.775510,0.596017,0.562753,0.835165,0.840874,0.831513,0.608637,0.803279,0.573549,0.878158,0.816425,0.810642,0.775904,0.791150,0.850234,0.806400,0.807874,0.530864,0.581102,0.829563,0.638327,0.615625,0.625187,0.632684,0.646424,0.821856,0.561404,0.647676,0.630952,0.641026,0.649025,0.821053,0.659722,0.808000,0.845554,0.566802,0.831325,0.874811,0.849170,0.837288,0.843931,0.625187,0.832317,0.833071,0.626687,0.803333,0.529015,0.546559,0.808720,0.581761,0.795082,0.800979,0.837997,0.614035,0.793443,0.800712,0.812689,0.805423,0.835517,0.816425,0.826087,0.791066,0.815868,0.823899,0.831288,0.817221,0.811200,0.807988,0.815642,0.801788,0.840410,0.609682,0.588394,0.816425,0.685560,0.843548,0.803571,0.798969,0.817360,0.771791,0.800298
AWV66970__MG693108.1,0.628075,0.819940,0.827057,0.789216,0.846519,0.840909,0.621192,0.654596,0.637086,0.615894,0.615385,0.000000,0.827795,0.813421,0.794671,0.812389,0.795455,0.626490,0.672999,0.633803,0.794266,0.847059,0.792663,0.713287,0.739541,0.589404,0.590051,0.836975,0.840000,0.841026,0.844444,0.804281,0.813814,0.625166,0.651982,0.607372,0.833073,0.573980,0.557781,0.626154,0.639735,0.692715,0.778004,0.602329,0.838879,0.709934,0.673324,0.705960,0.672848,0.842434,0.831169,0.634409,0.799712,0.840874,0.837754,0.840874,0.848674,0.802731,0.834633,0.828393,0.833073,0.834633,0.809807,0.807099,0.883792,0.653673,0.852201,0.944969,0.834633,0.719205,0.819876,0.819315,0.770073,0.625166,0.834821,0.801282,0.757653,0.597440,0.598675,0.826007,0.833073,0.833073,0.627815,0.804918,0.614570,0.876672,0.818035,0.801252,0.802410,0.801770,0.856474,0.796800,0.817323,0.569444,0.622047,0.835596,0.676821,0.623437,0.665667,0.649175,0.672848,0.830838,0.676821,0.659670,0.669643,0.692715,0.676880,0.812030,0.673611,0.817600,0.834633,0.639735,0.835843,0.882353,0.850679,0.828814,0.862717,0.656672,0.839939,0.837795,0.653673,0.798333,0.639735,0.622517,0.819972,0.588050,0.803279,0.805873,0.837997,0.672848,0.788525,0.797153,0.826284,0.797448,0.836972,0.816425,0.821070,0.805476,0.826347,0.844340,0.829755,0.811178,0.811200,0.818740,0.819367,0.809240,0.844802,0.652042,0.630464,0.808374,0.725828,0.840323,0.819940,0.809278,0.806510,0.787639,0.822653
AWO81976__MG345036.1,0.841390,0.823263,0.747734,0.815359,0.787975,0.783333,0.832326,0.812689,0.818731,0.829305,0.832326,0.827795,0.000000,0.461538,0.827586,0.734513,0.723776,0.823263,0.817221,0.834116,0.689713,0.872269,0.740032,0.846154,0.862538,0.827795,0.828473,0.860504,0.764615,0.871795,0.866667,0.764526,0.753776,0.835347,0.820242,0.833333,0.862715,0.795918,0.848998,0.843077,0.808157,0.818731,0.782077,0.818636,0.856392,0.818731,0.817221,0.806647,0.823263,0.856474,0.771903,0.849462,0.823263,0.868955,0.858034,0.864275,0.858034,0.834598,0.861154,0.868955,0.868955,0.865835,0.821752,0.736111,0.870031,0.827795,0.770440,0.886792,0.865835,0.814199,0.819876,0.844237,0.799270,0.820242,0.790030,0.745192,0.772959,0.841390,0.821752,0.866300,0.867395,0.858034,0.820242,0.822951,0.821752,0.880665,0.818035,0.837246,0.824096,0.759292,0.861154,0.824000,0.840945,0.839506,0.840945,0.756798,0.815710,0.829688,0.836858,0.844411,0.814199,0.787009,0.820242,0.833837,0.827795,0.815710,0.824773,0.836858,0.835347,0.736000,0.865835,0.821752,0.765861,0.826284,0.777946,0.867797,0.765861,0.823263,0.778963,0.872441,0.820242,0.745000,0.824773,0.817221,0.787009,0.842767,0.726230,0.721044,0.744713,0.821752,0.729508,0.761566,0.826284,0.736842,0.773414,0.731079,0.463211,0.824773,0.850453,0.784591,0.757669,0.758308,0.732800,0.791091,0.689013,0.808157,0.811178,0.835098,0.829305,0.727858,0.808157,0.875806,0.835347,0.723368,0.772152,0.816165,0.845921
AWO81967__MG345028.1,0.821604,0.826514,0.741408,0.806874,0.774141,0.769231,0.824877,0.821604,0.829787,0.823241,0.829787,0.813421,0.461538,0.000000,0.816694,0.729204,0.729021,0.828151,0.818331,0.813421,0.708263,0.855462,0.759411,0.844406,0.873977,0.815057,0.813036,0.853782,0.774141,0.851282,0.856410,0.741408,0.780687,0.816694,0.826514,0.824877,0.847791,0.806122,0.824877,0.823241,0.801964,0.823241,0.784114,0.826955,0.854641,0.806874,0.806874,0.813421,0.824877,0.855974,0.772504,0.824877,0.816694,0.844517,0.851064,0.865794,0.844517,0.819967,0.847791,0.844517,0.852700,0.855974,0.831424,0.756137,0.909984,0.823241,0.787234,0.893617,0.844517,0.798691,0.813421,0.826514,0.802920,0.818331,0.779051,0.747954,0.765306,0.818331,0.828151,0.842491,0.851064,0.841244,0.813421,0.819672,0.819967,0.885434,0.819967,0.813421,0.845783,0.753982,0.855974,0.813421,0.834697,0.829787,0.816694,0.779051,0.823241,0.826514,0.826514,0.833061,0.823241,0.780687,0.821604,0.828151,0.828151,0.833061,0.824877,0.816694,0.821604,0.747954,0.844517,0.815057,0.777414,0.826514,0.813421,0.861017,0.790507,0.819967,0.787234,0.849427,0.829787,0.760000,0.805237,0.803601,0.787234,0.823241,0.731148,0.752864,0.792144,0.815057,0.731148,0.749110,0.819967,0.754501,0.780687,0.747954,0.145485,0.819967,0.823241,0.779051,0.779051,0.754501,0.774141,0.792144,0.677840,0.801964,0.801964,0.815057,0.810147,0.764321,0.810147,0.864157,0.819967,0.726804,0.759494,0.793781,0.828151
AWF28742__MF198246.1,0.826019,0.634796,0.816614,0.816993,0.849684,0.815047,0.808777,0.832288,0.818182,0.811912,0.815047,0.794671,0.827586,0.816694,0.000000,0.789381,0.788462,0.804075,0.824451,0.836991,0.821248,0.810084,0.808612,0.863636,0.868339,0.815047,0.816467,0.811765,0.826019,0.803419,0.806838,0.804075,0.808777,0.835423,0.827586,0.810897,0.816614,0.803571,0.807210,0.821317,0.833856,0.811912,0.615071,0.823627,0.807356,0.815047,0.807210,0.818182,0.822884,0.816614,0.829154,0.822884,0.822884,0.800940,0.805643,0.813480,0.822884,0.452978,0.807210,0.810345,0.813480,0.815047,0.448276,0.799373,0.905956,0.807210,0.842767,0.938679,0.815047,0.829154,0.423197,0.429467,0.335766,0.813480,0.830721,0.796474,0.512755,0.827586,0.811912,0.802198,0.821317,0.811912,0.818182,0.352459,0.818182,0.890282,0.421900,0.424765,0.431325,0.805310,0.810345,0.585600,0.614173,0.819749,0.826772,0.835423,0.815047,0.822884,0.813480,0.810345,0.821317,0.833856,0.816614,0.813480,0.811912,0.816614,0.816614,0.420063,0.815047,0.827200,0.818182,0.818182,0.829154,0.868339,0.858934,0.798305,0.833856,0.811912,0.822884,0.809449,0.810345,0.800000,0.821317,0.826019,0.829154,0.820755,0.806557,0.809135,0.841693,0.826019,0.808197,0.798932,0.611285,0.814992,0.822884,0.790660,0.816054,0.826019,0.612853,0.828616,0.833856,0.805643,0.801600,0.835423,0.826816,0.843260,0.840125,0.832288,0.797806,0.787440,0.815047,0.808065,0.631661,0.823024,0.822785,0.830428,0.622257
AWB14639__MF416384.1,0.794690,0.792920,0.580531,0.796460,0.750442,0.716814,0.798230,0.810619,0.792920,0.805310,0.812389,0.812389,0.734513,0.729204,0.789381,0.000000,0.251327,0.800000,0.789381,0.805310,0.768142,0.846018,0.552212,0.837168,0.854867,0.801770,0.805310,0.838938,0.736283,0.831858,0.840708,0.490265,0.561062,0.801770,0.805310,0.796460,0.828319,0.795918,0.814159,0.812389,0.812389,0.800000,0.792261,0.812389,0.831858,0.794690,0.807080,0.800000,0.789381,0.823009,0.748673,0.807080,0.805310,0.817699,0.821239,0.833628,0.828319,0.780531,0.817699,0.826549,0.828319,0.830088,0.798230,0.573451,0.865487,0.801770,0.723894,0.856637,0.826549,0.791150,0.792920,0.792920,0.777372,0.801770,0.743363,0.530973,0.752551,0.800000,0.798230,0.835165,0.823009,0.824779,0.796460,0.791150,0.805310,0.877876,0.796460,0.800000,0.800000,0.695575,0.837168,0.789381,0.780531,0.807080,0.810619,0.720354,0.785841,0.803540,0.805310,0.800000,0.807080,0.753982,0.798230,0.801770,0.800000,0.808850,0.800000,0.798230,0.796460,0.713274,0.823009,0.823009,0.732743,0.798230,0.753982,0.835398,0.709735,0.800000,0.716814,0.837168,0.794690,0.518584,0.815929,0.792920,0.716814,0.805310,0.509735,0.500885,0.746903,0.801770,0.518584,0.672598,0.771681,0.562832,0.746903,0.529204,0.732743,0.815929,0.787611,0.722124,0.729204,0.564602,0.546903,0.729204,0.737430,0.755752,0.757522,0.807080,0.773451,0.522124,0.782301,0.835398,0.789381,0.688496,0.779385,0.782301,0.778761
AWB14637__MF416383.1,0.800699,0.788462,0.573427,0.798951,0.753497,0.713287,0.788462,0.790210,0.786713,0.809441,0.809441,0.795455,0.723776,0.729021,0.788462,0.251327,0.000000,0.790210,0.790210,0.818182,0.750000,0.842657,0.529720,0.840909,0.861888,0.804196,0.802448,0.835664,0.725524,0.837413,0.839161,0.496503,0.548951,0.807692,0.802448,0.809441,0.833916,0.793367,0.793706,0.811189,0.800699,0.791958,0.788187,0.804196,0.831874,0.793706,0.797203,0.793706,0.788462,0.825175,0.741259,0.795455,0.798951,0.825175,0.825175,0.826923,0.837413,0.788462,0.823427,0.832168,0.828671,0.828671,0.783217,0.557692,0.879371,0.783217,0.713287,0.853147,0.825175,0.777972,0.784965,0.793706,0.773723,0.798951,0.743007,0.515734,0.744898,0.805944,0.793706,0.846154,0.826923,0.819930,0.797203,0.786713,0.793706,0.870629,0.797203,0.784965,0.792771,0.693805,0.830420,0.783217,0.779720,0.798951,0.809441,0.722028,0.800699,0.800699,0.798951,0.791958,0.797203,0.744755,0.800699,0.807692,0.790210,0.793706,0.783217,0.788462,0.790210,0.720280,0.830420,0.800699,0.723776,0.795455,0.753497,0.837413,0.713287,0.781469,0.715035,0.839161,0.783217,0.524476,0.816434,0.784965,0.708042,0.811189,0.503497,0.534965,0.748252,0.802448,0.515734,0.681495,0.781469,0.538462,0.746503,0.522727,0.739510,0.804196,0.791958,0.713287,0.722028,0.555944,0.533217,0.743007,0.741155,0.776224,0.756993,0.812937,0.786713,0.517483,0.769231,0.839161,0.786713,0.701049,0.772152,0.800699,0.779720
AWB14590__MF175080.1,0.519537,0.824405,0.824268,0.782680,0.830696,0.821212,0.590909,0.626741,0.602597,0.580519,0.591093,0.626490,0.823263,0.828151,0.804075,0.800000,0.790210,0.000000,0.620081,0.613459,0.806071,0.833613,0.811802,0.697552,0.707152,0.528571,0.444254,0.830252,0.823077,0.846154,0.854701,0.811927,0.816817,0.585714,0.585903,0.560897,0.854914,0.500000,0.522342,0.484615,0.622078,0.702597,0.773931,0.529118,0.844133,0.706494,0.644793,0.662338,0.649351,0.847114,0.841270,0.600614,0.817003,0.847114,0.856474,0.851794,0.847114,0.828528,0.851794,0.843994,0.847114,0.854914,0.820208,0.816358,0.897554,0.637181,0.828616,0.935535,0.853354,0.748052,0.812112,0.809969,0.770073,0.567532,0.827381,0.810897,0.765306,0.556188,0.589610,0.840659,0.850234,0.842434,0.522427,0.804918,0.582461,0.870728,0.818035,0.807512,0.792771,0.784071,0.842434,0.811200,0.815748,0.552469,0.469291,0.828054,0.640260,0.614062,0.632684,0.635682,0.661039,0.817365,0.607792,0.649175,0.653274,0.676623,0.668524,0.821053,0.654167,0.820800,0.842434,0.615584,0.823795,0.864253,0.843137,0.847458,0.823699,0.637181,0.817073,0.834646,0.632684,0.811667,0.614286,0.611688,0.821378,0.474843,0.801639,0.802610,0.817378,0.662338,0.803279,0.788256,0.817221,0.811802,0.829694,0.806763,0.819398,0.815562,0.815868,0.820755,0.825153,0.824773,0.811200,0.815668,0.806331,0.809240,0.843338,0.623298,0.593506,0.801932,0.722078,0.854839,0.816964,0.793814,0.824593,0.797147,0.815201
YP_009315890__KU321655,0.654124,0.827381,0.817294,0.787582,0.837025,0.819697,0.575305,0.671309,0.588874,0.582090,0.606513,0.672999,0.817221,0.818331,0.824451,0.789381,0.790210,0.620081,0.000000,0.619718,0.816189,0.838655,0.794258,0.704545,0.717775,0.618725,0.607204,0.835294,0.827692,0.844444,0.846154,0.804281,0.815315,0.626866,0.450808,0.370192,0.853354,0.589286,0.573190,0.643077,0.625509,0.678426,0.802444,0.577371,0.838879,0.690638,0.680456,0.687924,0.122117,0.845554,0.821068,0.339478,0.809798,0.848674,0.853354,0.843994,0.851794,0.833080,0.851794,0.850234,0.856474,0.845554,0.827637,0.808642,0.882263,0.649175,0.823899,0.932390,0.853354,0.675712,0.827640,0.825545,0.781022,0.622795,0.824405,0.818910,0.790816,0.617354,0.583446,0.836996,0.845554,0.847114,0.655360,0.800000,0.603799,0.878158,0.834138,0.815336,0.831325,0.805310,0.848674,0.808000,0.820472,0.554012,0.636220,0.825038,0.656716,0.628125,0.646177,0.649175,0.675712,0.809880,0.603799,0.664168,0.647321,0.664858,0.674095,0.834586,0.676389,0.804800,0.850234,0.603799,0.823795,0.880845,0.844646,0.844068,0.832370,0.652174,0.821646,0.853543,0.647676,0.793333,0.582090,0.609227,0.811533,0.630503,0.808197,0.794454,0.830633,0.639077,0.801639,0.800712,0.838369,0.807018,0.819505,0.809984,0.816054,0.817003,0.838323,0.819182,0.819018,0.811178,0.809600,0.806452,0.810056,0.798808,0.816984,0.629349,0.591588,0.811594,0.682497,0.853226,0.827381,0.798969,0.824593,0.800317,0.833085
AAY45700__DQ000496.1,0.638498,0.813772,0.818466,0.769608,0.849684,0.840376,0.610329,0.643192,0.605634,0.583725,0.604069,0.633803,0.834116,0.813421,0.836991,0.805310,0.818182,0.613459,0.619718,0.000000,0.827993,0.836975,0.810207,0.454545,0.264476,0.596244,0.620926,0.830252,0.838811,0.830769,0.834188,0.815336,0.840376,0.616588,0.641628,0.612179,0.848200,0.627551,0.569640,0.615023,0.621283,0.625978,0.798371,0.648918,0.821366,0.627543,0.621283,0.621283,0.616588,0.838811,0.827856,0.608764,0.807512,0.837246,0.835681,0.843505,0.841941,0.838811,0.841941,0.829421,0.840376,0.838811,0.838811,0.826291,0.896714,0.636933,0.828616,0.918239,0.834116,0.636933,0.826291,0.826291,0.770073,0.596244,0.835681,0.823718,0.783163,0.616588,0.610329,0.831502,0.837246,0.838811,0.596244,0.824590,0.582160,0.887324,0.822866,0.827856,0.797590,0.792920,0.845070,0.824000,0.817323,0.582160,0.623622,0.835681,0.225352,0.225352,0.633803,0.632238,0.632238,0.824726,0.585290,0.655712,0.636933,0.633803,0.641628,0.829421,0.594679,0.830400,0.837246,0.588419,0.834116,0.877934,0.859155,0.830508,0.843505,0.643192,0.841941,0.844094,0.638498,0.803333,0.572770,0.585290,0.813772,0.610063,0.809836,0.815661,0.838811,0.079812,0.813115,0.800712,0.810642,0.808612,0.835681,0.821256,0.817726,0.804382,0.812207,0.822327,0.841941,0.820031,0.820800,0.834116,0.811918,0.823161,0.841941,0.086072,0.594679,0.813205,0.652582,0.841935,0.810642,0.804124,0.830018,0.787639,0.813772
AUW64490__MG136722.1,0.812816,0.821248,0.768971,0.806071,0.784148,0.770658,0.817875,0.806071,0.797639,0.814503,0.816189,0.794266,0.689713,0.708263,0.821248,0.768142,0.750000,0.806071,0.816189,0.827993,0.000000,0.858347,0.775717,0.849650,0.860034,0.797639,0.809605,0.854975,0.763912,0.859829,0.856410,0.767285,0.768971,0.811130,0.806071,0.809444,0.858347,0.790816,0.812816,0.816189,0.817875,0.799325,0.800407,0.812816,0.838879,0.811130,0.792580,0.799325,0.816189,0.849916,0.777403,0.817875,0.804384,0.853288,0.853288,0.849916,0.860034,0.812816,0.854975,0.853288,0.848229,0.848229,0.804384,0.784148,0.876897,0.795953,0.768971,0.897133,0.849916,0.817875,0.822934,0.817875,0.813869,0.812816,0.784148,0.762226,0.778061,0.812816,0.807757,0.853480,0.844857,0.844857,0.807757,0.814503,0.806071,0.878583,0.826307,0.822934,0.831325,0.782301,0.848229,0.822934,0.824621,0.817875,0.801012,0.755481,0.824621,0.824621,0.806071,0.804384,0.789207,0.772344,0.806071,0.794266,0.797639,0.790894,0.782462,0.834739,0.807757,0.763912,0.844857,0.806071,0.753794,0.822934,0.792580,0.857627,0.770658,0.797639,0.750422,0.853288,0.795953,0.758853,0.789207,0.801012,0.770658,0.816189,0.763912,0.768971,0.780776,0.822934,0.768971,0.782918,0.811130,0.774030,0.787521,0.763912,0.709949,0.809444,0.821248,0.757167,0.745363,0.760540,0.763912,0.774030,0.685289,0.789207,0.797639,0.817875,0.799325,0.763912,0.812816,0.860034,0.817875,0.756014,0.752260,0.801012,0.816189
AUQ23249__KY564173.1,0.808403,0.825210,0.847059,0.828571,0.860504,0.855462,0.826891,0.860504,0.830252,0.831933,0.847059,0.847059,0.872269,0.855462,0.810084,0.846018,0.842657,0.833613,0.838655,0.836975,0.858347,0.000000,0.852101,0.881119,0.884034,0.840336,0.843911,0.117647,0.847059,0.261538,0.271795,0.847059,0.845378,0.845378,0.860504,0.838655,0.302521,0.862245,0.847059,0.828571,0.833613,0.843697,0.804481,0.863866,0.558669,0.830252,0.830252,0.831933,0.842017,0.265546,0.858824,0.836975,0.843697,0.255462,0.262185,0.262185,0.278992,0.815126,0.260504,0.248739,0.275630,0.272269,0.794958,0.850420,0.895798,0.828571,0.848739,0.936134,0.262185,0.828571,0.810084,0.818487,0.737226,0.830252,0.850420,0.842017,0.803571,0.845378,0.825210,0.250916,0.287395,0.262185,0.830252,0.808403,0.831933,0.895798,0.830252,0.811765,0.783133,0.837168,0.263866,0.818487,0.821849,0.828571,0.828571,0.862185,0.840336,0.835294,0.842017,0.835294,0.830252,0.858824,0.821849,0.843697,0.847059,0.836975,0.842017,0.830252,0.820168,0.852101,0.280672,0.836975,0.855462,0.897479,0.884034,0.252542,0.858824,0.823529,0.850420,0.351261,0.835294,0.831933,0.840336,0.836975,0.860504,0.831933,0.843697,0.845378,0.855462,0.845378,0.845378,0.838078,0.820168,0.852101,0.862185,0.847059,0.863866,0.847059,0.821849,0.848739,0.855462,0.847059,0.838655,0.857143,0.849162,0.838655,0.867227,0.840336,0.836975,0.845378,0.826891,0.260504,0.828571,0.838488,0.853526,0.838655,0.823529
AUO28605__KY511292.1,0.819777,0.795853,0.582137,0.808824,0.771930,0.757576,0.814992,0.797448,0.807018,0.813397,0.799043,0.792663,0.740032,0.759411,0.808612,0.552212,0.529720,0.811802,0.794258,0.810207,0.775717,0.852101,0.000000,0.835664,0.856459,0.816587,0.814751,0.852101,0.767145,0.852991,0.854701,0.577352,0.610845,0.811802,0.799043,0.822115,0.858054,0.793367,0.824561,0.829346,0.826156,0.803828,0.782077,0.821963,0.835377,0.807018,0.814992,0.810207,0.802233,0.846890,0.770335,0.824561,0.818182,0.848485,0.850080,0.854864,0.854864,0.795853,0.853270,0.856459,0.854864,0.850080,0.791069,0.575758,0.874003,0.810207,0.759171,0.881978,0.851675,0.794258,0.814992,0.808612,0.777372,0.822967,0.778309,0.576923,0.734694,0.808612,0.810207,0.849817,0.851675,0.846890,0.807018,0.798361,0.813397,0.869219,0.801932,0.808612,0.816867,0.699115,0.854864,0.814400,0.808612,0.821372,0.824561,0.754386,0.797448,0.810207,0.813397,0.826156,0.802233,0.770335,0.808612,0.810207,0.814992,0.816587,0.808612,0.813397,0.795853,0.732800,0.848485,0.811802,0.752791,0.821372,0.775120,0.845763,0.746411,0.807018,0.763955,0.859649,0.813397,0.560000,0.810207,0.813397,0.751196,0.826156,0.529508,0.590538,0.749601,0.803828,0.554098,0.702847,0.802233,0.105263,0.771930,0.584541,0.760870,0.818182,0.808612,0.748006,0.757576,0.578947,0.592000,0.779904,0.782123,0.797448,0.783094,0.811802,0.799043,0.570048,0.786284,0.850000,0.808612,0.737113,0.790235,0.807018,0.802233
AUF34951__MG383448.1,0.697552,0.849650,0.832168,0.812937,0.868881,0.854895,0.690559,0.718531,0.704545,0.685315,0.694056,0.713287,0.846154,0.844406,0.863636,0.837168,0.840909,0.697552,0.704545,0.454545,0.849650,0.881119,0.835664,0.000000,0.515734,0.692308,0.709790,0.881119,0.860140,0.881119,0.884615,0.833916,0.830420,0.709790,0.715035,0.695804,0.875874,0.655612,0.694056,0.704545,0.701049,0.688811,0.839104,0.748252,0.873905,0.701049,0.678322,0.678322,0.702797,0.867133,0.835664,0.701049,0.839161,0.875874,0.874126,0.875874,0.868881,0.863636,0.872378,0.870629,0.870629,0.874126,0.874126,0.837413,0.896853,0.685315,0.833916,0.722028,0.877622,0.716783,0.853147,0.847902,0.872263,0.692308,0.840909,0.840909,0.821429,0.695804,0.681818,0.882784,0.872378,0.868881,0.690559,0.858392,0.687063,0.900350,0.854895,0.851399,0.884337,0.837168,0.884615,0.840909,0.851399,0.685315,0.711538,0.851399,0.382867,0.316434,0.680070,0.683566,0.688811,0.846154,0.701049,0.702797,0.683566,0.680070,0.692308,0.854895,0.673077,0.830420,0.868881,0.701049,0.854895,0.683566,0.730769,0.889860,0.854895,0.695804,0.863636,0.875874,0.681818,0.835664,0.688811,0.694056,0.830420,0.713287,0.828671,0.837413,0.851399,0.468531,0.835664,0.848754,0.839161,0.835664,0.837413,0.846154,0.851399,0.837413,0.853147,0.858392,0.856643,0.833916,0.844406,0.849650,0.845438,0.833916,0.851399,0.463287,0.701049,0.839161,0.720280,0.884615,0.846154,0.844406,0.860759,0.825175,0.842657
